연도,시도,시군구,피해본수_당해연도,전년도_피해본수,행정구역면적_ha,피해밀도_본per ha,최근3년_피해증가율(%),연속발생연수,인접시군_피해밀도_본per ha,인접시군_산정방식,소나무류_면적_ha,산림면적_ha,소나무류_면적비율(%),소나무류_결측,최근감염목과의_거리_km,집단발생여부,데이터유형
2021,강원도,횡성군,72,41,99712.4,0.0007,193.54,6,0.0199,SGIS실제인접,20605.6,87758.4,23.48,False,120.52,0,실측(원자료 기반)
2022,강원도,횡성군,269,72,99712.4,0.0027,151.41,7,0.0025,centroid근접(대체),20605.6,87758.4,23.48,False,231.98,0,실측(원자료 기반)
2023,강원도,횡성군,197,269,99712.4,0.002,107.51,8,0.0433,SGIS실제인접,20605.6,87758.4,23.48,False,239.4,0,추정(시군구 평균비중 x 국가총량)
2024,강원도,횡성군,166,197,99712.4,0.0017,77.08,9,0.0365,SGIS실제인접,20605.6,87758.4,23.48,False,239.4,0,추정(시군구 평균비중 x 국가총량)
2025,강원도,횡성군,275,166,99712.4,0.0028,7.66,10,0.0603,SGIS실제인접,20605.6,87758.4,23.48,False,239.4,0,추정(시군구 평균비중 x 국가총량)
2016,경기도,가평군,1142,1623,84007.1,0.0136,,1,0.1721,SGIS실제인접,16055.1,84177.3,19.07,False,296.06,1,추정(시군구 평균비중 x 국가총량)
2017,경기도,가평군,541,1142,84007.1,0.0064,,2,0.0403,SGIS실제인접,16055.1,84177.3,19.07,False,492.38,1,실측(원자료 기반)
2018,경기도,가평군,88,541,84007.1,0.001,,3,0.029,SGIS실제인접,16055.1,84177.3,19.07,False,492.38,1,실측(원자료 기반)
2019,경기도,가평군,141,88,84007.1,0.0017,-25.37,4,0.0365,SGIS실제인접,16055.1,84177.3,19.07,False,296.06,1,실측(원자료 기반)
2020,경기도,가평군,768,141,84007.1,0.0091,140.39,5,0.0872,SGIS실제인접,16055.1,84177.3,19.07,False,296.06,1,실측(원자료 기반)
2021,경기도,가평군,256,768,84007.1,0.003,146.08,6,0.0455,SGIS실제인접,16055.1,84177.3,19.07,False,181.1,1,실측(원자료 기반)
2022,경기도,가평군,437,256,84007.1,0.0052,149.57,7,0.0892,centroid근접(대체),16055.1,84177.3,19.07,False,283.83,1,실측(원자료 기반)
2023,경기도,가평군,862,437,84007.1,0.0103,33.8,8,0.13,SGIS실제인접,16055.1,84177.3,19.07,False,296.06,1,추정(시군구 평균비중 x 국가총량)
2024,경기도,가평군,727,862,84007.1,0.0087,50.8,9,0.1097,SGIS실제인접,16055.1,84177.3,19.07,False,296.06,1,추정(시군구 평균비중 x 국가총량)
2025,경기도,가평군,1203,727,84007.1,0.0143,49.01,10,0.1813,SGIS실제인접,16055.1,84177.3,19.07,False,296.06,1,추정(시군구 평균비중 x 국가총량)
2016,경기도,고양시,0,0,26638.0,0.0,,0,0.0004,SGIS실제인접,0.8,88.7,0.9,False,315.36,0,추정(시군구 평균비중 x 국가총량)
2017,경기도,고양시,0,0,26638.0,0.0,,0,0.0001,SGIS실제인접,0.8,88.7,0.9,False,469.1,0,실측(원자료 기반)
2018,경기도,고양시,0,0,26638.0,0.0,,0,0.0002,SGIS실제인접,0.8,88.7,0.9,False,469.1,0,실측(원자료 기반)
2019,경기도,고양시,0,0,26638.0,0.0,,0,0.0001,SGIS실제인접,0.8,88.7,0.9,False,315.36,0,실측(원자료 기반)
2020,경기도,고양시,0,0,26638.0,0.0,,0,0.0,SGIS실제인접,0.8,88.7,0.9,False,315.36,0,실측(원자료 기반)
2021,경기도,고양시,0,0,26638.0,0.0,,0,0.0001,SGIS실제인접,0.8,88.7,0.9,False,210.42,0,실측(원자료 기반)
2022,경기도,고양시,0,0,26638.0,0.0,,0,0.0,centroid근접(대체),0.8,88.7,0.9,False,297.1,0,실측(원자료 기반)
2023,경기도,고양시,0,0,26638.0,0.0,,0,0.0003,SGIS실제인접,0.8,88.7,0.9,False,315.36,0,추정(시군구 평균비중 x 국가총량)
2024,경기도,고양시,0,0,26638.0,0.0,,0,0.0003,SGIS실제인접,0.8,88.7,0.9,False,315.36,0,추정(시군구 평균비중 x 국가총량)
2025,경기도,고양시,0,0,26638.0,0.0,,0,0.0004,SGIS실제인접,0.8,88.7,0.9,False,315.36,0,추정(시군구 평균비중 x 국가총량)
2016,경기도,과천시,0,0,3582.1,0.0,,0,0.0296,SGIS실제인접,0.0,0.0,0.0,False,286.63,0,추정(시군구 평균비중 x 국가총량)
2017,경기도,과천시,0,0,3582.1,0.0,,0,0.0221,SGIS실제인접,0.0,0.0,0.0,False,444.69,0,실측(원자료 기반)
2018,경기도,과천시,0,0,3582.1,0.0,,0,0.0193,SGIS실제인접,0.0,0.0,0.0,False,444.69,0,실측(원자료 기반)
2019,경기도,과천시,0,0,3582.1,0.0,,0,0.0131,SGIS실제인접,0.0,0.0,0.0,False,286.63,0,실측(원자료 기반)
2020,경기도,과천시,0,0,3582.1,0.0,,0,0.0129,SGIS실제인접,0.0,0.0,0.0,False,286.63,0,실측(원자료 기반)
2021,경기도,과천시,0,0,3582.1,0.0,,0,0.0003,SGIS실제인접,0.0,0.0,0.0,False,184.32,0,실측(원자료 기반)
2022,경기도,과천시,0,0,3582.1,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,False,267.8,0,실측(원자료 기반)
2023,경기도,과천시,0,0,3582.1,0.0,,0,0.0224,SGIS실제인접,0.0,0.0,0.0,False,286.63,0,추정(시군구 평균비중 x 국가총량)
2024,경기도,과천시,0,0,3582.1,0.0,,0,0.0189,SGIS실제인접,0.0,0.0,0.0,False,286.63,0,추정(시군구 평균비중 x 국가총량)
2025,경기도,과천시,0,0,3582.1,0.0,,0,0.0312,SGIS실제인접,0.0,0.0,0.0,False,286.63,0,추정(시군구 평균비중 x 국가총량)
2016,경기도,광명시,0,0,3852.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,296.09,0,추정(시군구 평균비중 x 국가총량)
2017,경기도,광명시,0,0,3852.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,444.91,0,실측(원자료 기반)
2018,경기도,광명시,0,0,3852.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,444.91,0,실측(원자료 기반)
2019,경기도,광명시,0,0,3852.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,296.09,0,실측(원자료 기반)
2020,경기도,광명시,0,0,3852.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,296.09,0,실측(원자료 기반)
2021,경기도,광명시,0,0,3852.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,195.55,0,실측(원자료 기반)
2022,경기도,광명시,0,0,3852.2,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,False,276.34,0,실측(원자료 기반)
2023,경기도,광명시,0,0,3852.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,296.09,0,추정(시군구 평균비중 x 국가총량)
2024,경기도,광명시,0,0,3852.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,296.09,0,추정(시군구 평균비중 x 국가총량)
2025,경기도,광명시,0,0,3852.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,296.09,0,추정(시군구 평균비중 x 국가총량)
2016,경기도,광주시,57789,82170,42964.8,1.345,,1,0.1261,SGIS실제인접,2117.1,34283.2,6.18,False,266.47,1,추정(시군구 평균비중 x 국가총량)
2017,경기도,광주시,33964,57789,42964.8,0.7905,,2,0.0538,SGIS실제인접,2117.1,34283.2,6.18,False,444.74,1,실측(원자료 기반)
2018,경기도,광주시,27376,33964,42964.8,0.6372,,3,0.0326,SGIS실제인접,2117.1,34283.2,6.18,False,444.74,1,실측(원자료 기반)
2019,경기도,광주시,29180,27376,42964.8,0.6792,-18.01,4,0.0344,SGIS실제인접,2117.1,34283.2,6.18,False,266.47,1,실측(원자료 기반)
2020,경기도,광주시,25847,29180,42964.8,0.6016,-8.08,5,0.055,SGIS실제인접,2117.1,34283.2,6.18,False,266.47,1,실측(원자료 기반)
2021,경기도,광주시,7713,25847,42964.8,0.1795,-25.0,6,0.0291,SGIS실제인접,2117.1,34283.2,6.18,False,160.16,1,실측(원자료 기반)
2022,경기도,광주시,8636,7713,42964.8,0.201,-23.2,7,0.0126,centroid근접(대체),2117.1,34283.2,6.18,False,249.85,1,실측(원자료 기반)
2023,경기도,광주시,43656,8636,42964.8,1.0161,115.77,8,0.0953,SGIS실제인접,2117.1,34283.2,6.18,False,266.47,1,추정(시군구 평균비중 x 국가총량)
2024,경기도,광주시,36819,43656,42964.8,0.8569,133.94,9,0.0804,SGIS실제인접,2117.1,34283.2,6.18,False,266.47,1,추정(시군구 평균비중 x 국가총량)
2025,경기도,광주시,60872,36819,42964.8,1.4168,151.73,10,0.1329,SGIS실제인접,2117.1,34283.2,6.18,False,266.47,1,추정(시군구 평균비중 x 국가총량)
2016,경기도,구리시,0,0,3316.8,0.0,,0,0.0709,SGIS실제인접,0.0,0.0,0.0,True,292.8,0,추정(시군구 평균비중 x 국가총량)
2017,경기도,구리시,0,0,3316.8,0.0,,0,0.0361,SGIS실제인접,0.0,0.0,0.0,True,464.17,0,실측(원자료 기반)
2018,경기도,구리시,0,0,3316.8,0.0,,0,0.0154,SGIS실제인접,0.0,0.0,0.0,True,464.17,0,실측(원자료 기반)
2019,경기도,구리시,0,0,3316.8,0.0,,0,0.0185,SGIS실제인접,0.0,0.0,0.0,True,292.8,0,실측(원자료 기반)
2020,경기도,구리시,0,0,3316.8,0.0,,0,0.0415,SGIS실제인접,0.0,0.0,0.0,True,292.8,0,실측(원자료 기반)
2021,경기도,구리시,0,0,3316.8,0.0,,0,0.0163,SGIS실제인접,0.0,0.0,0.0,True,185.07,0,실측(원자료 기반)
2022,경기도,구리시,0,0,3316.8,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,True,276.27,0,실측(원자료 기반)
2023,경기도,구리시,0,0,3316.8,0.0,,0,0.0536,SGIS실제인접,0.0,0.0,0.0,True,292.8,0,추정(시군구 평균비중 x 국가총량)
2024,경기도,구리시,0,0,3316.8,0.0,,0,0.0452,SGIS실제인접,0.0,0.0,0.0,True,292.8,0,추정(시군구 평균비중 x 국가총량)
2025,경기도,구리시,0,0,3316.8,0.0,,0,0.0747,SGIS실제인접,0.0,0.0,0.0,True,292.8,0,추정(시군구 평균비중 x 국가총량)
2016,경기도,군포시,0,0,3637.7,0.0,,0,0.0003,SGIS실제인접,0.0,0.0,0.0,True,284.64,0,추정(시군구 평균비중 x 국가총량)
2017,경기도,군포시,0,0,3637.7,0.0,,0,0.0004,SGIS실제인접,0.0,0.0,0.0,True,434.05,0,실측(원자료 기반)
2018,경기도,군포시,0,0,3637.7,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,434.05,0,실측(원자료 기반)
2019,경기도,군포시,0,0,3637.7,0.0,,0,0.0003,SGIS실제인접,0.0,0.0,0.0,True,284.64,0,실측(원자료 기반)
2020,경기도,군포시,0,0,3637.7,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,284.64,0,실측(원자료 기반)
2021,경기도,군포시,0,0,3637.7,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,185.89,0,실측(원자료 기반)
2022,경기도,군포시,0,0,3637.7,0.0,,0,0.0001,centroid근접(대체),0.0,0.0,0.0,True,264.46,0,실측(원자료 기반)
2023,경기도,군포시,0,0,3637.7,0.0,,0,0.0002,SGIS실제인접,0.0,0.0,0.0,True,284.64,0,추정(시군구 평균비중 x 국가총량)
2024,경기도,군포시,0,0,3637.7,0.0,,0,0.0002,SGIS실제인접,0.0,0.0,0.0,True,284.64,0,추정(시군구 평균비중 x 국가총량)
2025,경기도,군포시,0,0,3637.7,0.0,,0,0.0003,SGIS실제인접,0.0,0.0,0.0,True,284.64,0,추정(시군구 평균비중 x 국가총량)
2016,경기도,김포시,0,0,28082.9,0.0,,0,0.0001,SGIS실제인접,0.0,0.0,0.0,True,329.49,0,추정(시군구 평균비중 x 국가총량)
2017,경기도,김포시,0,0,28082.9,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,470.11,0,실측(원자료 기반)
2018,경기도,김포시,0,0,28082.9,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,470.11,0,실측(원자료 기반)
2019,경기도,김포시,0,0,28082.9,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,329.49,0,실측(원자료 기반)
2020,경기도,김포시,0,0,28082.9,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,329.49,0,실측(원자료 기반)
2021,경기도,김포시,0,0,28082.9,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,226.98,0,실측(원자료 기반)
2022,경기도,김포시,0,0,28082.9,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,True,309.93,0,실측(원자료 기반)
2023,경기도,김포시,0,0,28082.9,0.0,,0,0.0001,SGIS실제인접,0.0,0.0,0.0,True,329.49,0,추정(시군구 평균비중 x 국가총량)
2024,경기도,김포시,0,0,28082.9,0.0,,0,0.0001,SGIS실제인접,0.0,0.0,0.0,True,329.49,0,추정(시군구 평균비중 x 국가총량)
2025,경기도,김포시,0,0,28082.9,0.0,,0,0.0001,SGIS실제인접,0.0,0.0,0.0,True,329.49,0,추정(시군구 평균비중 x 국가총량)
2016,경기도,남양주시,17861,25397,45932.4,0.3889,,1,0.2348,SGIS실제인접,3982.7,34645.4,11.5,False,292.16,1,추정(시군구 평균비중 x 국가총량)
2017,경기도,남양주시,6743,17861,45932.4,0.1468,,2,0.1185,SGIS실제인접,3982.7,34645.4,11.5,False,472.43,1,실측(원자료 기반)
2018,경기도,남양주시,4076,6743,45932.4,0.0887,,3,0.09,SGIS실제인접,3982.7,34645.4,11.5,False,472.43,1,실측(원자료 기반)
2019,경기도,남양주시,4625,4076,45932.4,0.1007,-29.44,4,0.0993,SGIS실제인접,3982.7,34645.4,11.5,False,292.16,1,실측(원자료 기반)
2020,경기도,남양주시,11212,4625,45932.4,0.2441,38.78,5,0.0979,SGIS실제인접,3982.7,34645.4,11.5,False,292.16,1,실측(원자료 기반)
2021,경기도,남양주시,4129,11212,45932.4,0.0899,30.91,6,0.0395,SGIS실제인접,3982.7,34645.4,11.5,False,181.78,1,실측(원자료 기반)
2022,경기도,남양주시,4747,4129,45932.4,0.1033,31.41,7,0.0,centroid근접(대체),3982.7,34645.4,11.5,False,277.04,0,실측(원자료 기반)
2023,경기도,남양주시,13493,4747,45932.4,0.2938,45.35,8,0.1774,SGIS실제인접,3982.7,34645.4,11.5,False,292.16,1,추정(시군구 평균비중 x 국가총량)
2024,경기도,남양주시,11380,13493,45932.4,0.2478,61.18,9,0.1496,SGIS실제인접,3982.7,34645.4,11.5,False,292.16,1,추정(시군구 평균비중 x 국가총량)
2025,경기도,남양주시,18814,11380,45932.4,0.4096,77.97,10,0.2473,SGIS실제인접,3982.7,34645.4,11.5,False,292.16,1,추정(시군구 평균비중 x 국가총량)
2016,경기도,동두천시,48,68,9584.7,0.005,,1,0.075,SGIS실제인접,823.1,8901.0,9.25,False,323.48,0,추정(시군구 평균비중 x 국가총량)
2017,경기도,동두천시,79,48,9584.7,0.0082,,2,0.0264,SGIS실제인접,823.1,8901.0,9.25,False,498.64,1,실측(원자료 기반)
2018,경기도,동두천시,8,79,9584.7,0.0008,,3,0.0232,SGIS실제인접,823.1,8901.0,9.25,False,498.64,1,실측(원자료 기반)
2019,경기도,동두천시,13,8,9584.7,0.0014,12.44,4,0.0215,SGIS실제인접,823.1,8901.0,9.25,False,323.48,1,실측(원자료 기반)
2020,경기도,동두천시,10,13,9584.7,0.001,-16.82,5,0.0348,SGIS실제인접,823.1,8901.0,9.25,False,323.48,0,실측(원자료 기반)
2021,경기도,동두천시,0,10,9584.7,0.0,-20.19,0,0.0104,SGIS실제인접,823.1,8901.0,9.25,False,211.58,0,실측(원자료 기반)
2022,경기도,동두천시,23,0,9584.7,0.0024,-61.54,1,0.0353,centroid근접(대체),823.1,8901.0,9.25,False,308.73,0,실측(원자료 기반)
2023,경기도,동두천시,36,23,9584.7,0.0038,-21.23,2,0.0566,SGIS실제인접,823.1,8901.0,9.25,False,323.48,0,추정(시군구 평균비중 x 국가총량)
2024,경기도,동두천시,31,36,9584.7,0.0032,20.94,3,0.0478,SGIS실제인접,823.1,8901.0,9.25,False,323.48,0,추정(시군구 평균비중 x 국가총량)
2025,경기도,동두천시,51,31,9584.7,0.0053,35.74,4,0.079,SGIS실제인접,823.1,8901.0,9.25,False,323.48,0,추정(시군구 평균비중 x 국가총량)
2016,경기도,부천시,0,0,5355.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,305.48,0,추정(시군구 평균비중 x 국가총량)
2017,경기도,부천시,0,0,5355.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,451.05,0,실측(원자료 기반)
2018,경기도,부천시,0,0,5355.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,451.05,0,실측(원자료 기반)
2019,경기도,부천시,0,0,5355.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,305.48,0,실측(원자료 기반)
2020,경기도,부천시,0,0,5355.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,305.48,0,실측(원자료 기반)
2021,경기도,부천시,0,0,5355.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,204.61,0,실측(원자료 기반)
2022,경기도,부천시,0,0,5355.2,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,False,285.67,0,실측(원자료 기반)
2023,경기도,부천시,0,0,5355.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,305.48,0,추정(시군구 평균비중 x 국가총량)
2024,경기도,부천시,0,0,5355.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,305.48,0,추정(시군구 평균비중 x 국가총량)
2025,경기도,부천시,0,0,5355.2,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,False,305.48,0,추정(시군구 평균비중 x 국가총량)
2016,경기도,성남시,2082,2960,14139.6,0.1472,,1,0.177,SGIS실제인접,235.3,9497.1,2.48,False,277.62,1,추정(시군구 평균비중 x 국가총량)
2017,경기도,성남시,1544,2082,14139.6,0.1092,,2,0.1116,SGIS실제인접,235.3,9497.1,2.48,False,442.88,1,실측(원자료 기반)
2018,경기도,성남시,1362,1544,14139.6,0.0963,,3,0.083,SGIS실제인접,235.3,9497.1,2.48,False,442.88,1,실측(원자료 기반)
2019,경기도,성남시,911,1362,14139.6,0.0644,-23.58,4,0.0889,SGIS실제인접,235.3,9497.1,2.48,False,277.62,1,실측(원자료 기반)
2020,경기도,성남시,915,911,14139.6,0.0647,-14.82,5,0.0761,SGIS실제인접,235.3,9497.1,2.48,False,277.62,1,실측(원자료 기반)
2021,경기도,성남시,19,915,14139.6,0.0013,-43.53,6,0.0241,SGIS실제인접,235.3,9497.1,2.48,False,174.18,1,실측(원자료 기반)
2022,경기도,성남시,423,19,14139.6,0.0299,676.28,7,0.0,centroid근접(대체),235.3,9497.1,2.48,False,259.45,0,실측(원자료 기반)
2023,경기도,성남시,1573,423,14139.6,0.1112,766.74,8,0.1337,SGIS실제인접,235.3,9497.1,2.48,False,277.62,1,추정(시군구 평균비중 x 국가총량)
2024,경기도,성남시,1327,1573,14139.6,0.0938,794.16,9,0.1127,SGIS실제인접,235.3,9497.1,2.48,False,277.62,1,추정(시군구 평균비중 x 국가총량)
2025,경기도,성남시,2193,1327,14139.6,0.1551,107.17,10,0.1864,SGIS실제인접,235.3,9497.1,2.48,False,277.62,1,추정(시군구 평균비중 x 국가총량)
2016,경기도,수원시,0,0,12097.6,0.0,,0,0.0088,SGIS실제인접,123.3,614.8,20.06,False,274.25,0,추정(시군구 평균비중 x 국가총량)
2017,경기도,수원시,0,0,12097.6,0.0,,0,0.0081,SGIS실제인접,123.3,614.8,20.06,False,427.8,0,실측(원자료 기반)
2018,경기도,수원시,0,0,12097.6,0.0,,0,0.0059,SGIS실제인접,123.3,614.8,20.06,False,427.8,0,실측(원자료 기반)
2019,경기도,수원시,0,0,12097.6,0.0,,0,0.0056,SGIS실제인접,123.3,614.8,20.06,False,274.25,0,실측(원자료 기반)
2020,경기도,수원시,0,0,12097.6,0.0,,0,0.001,SGIS실제인접,123.3,614.8,20.06,False,274.25,0,실측(원자료 기반)
2021,경기도,수원시,0,0,12097.6,0.0,,0,0.0014,SGIS실제인접,123.3,614.8,20.06,False,175.91,0,실측(원자료 기반)
2022,경기도,수원시,0,0,12097.6,0.0,,0,0.0001,centroid근접(대체),123.3,614.8,20.06,False,254.17,0,실측(원자료 기반)
2023,경기도,수원시,0,0,12097.6,0.0,,0,0.0066,SGIS실제인접,123.3,614.8,20.06,False,274.25,0,추정(시군구 평균비중 x 국가총량)
2024,경기도,수원시,0,0,12097.6,0.0,,0,0.0056,SGIS실제인접,123.3,614.8,20.06,False,274.25,0,추정(시군구 평균비중 x 국가총량)
2025,경기도,수원시,0,0,12097.6,0.0,,0,0.0093,SGIS실제인접,123.3,614.8,20.06,False,274.25,0,추정(시군구 평균비중 x 국가총량)
2016,경기도,시흥시,0,0,14153.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,296.75,0,추정(시군구 평균비중 x 국가총량)
2017,경기도,시흥시,0,0,14153.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,437.93,0,실측(원자료 기반)
2018,경기도,시흥시,0,0,14153.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,437.93,0,실측(원자료 기반)
2019,경기도,시흥시,0,0,14153.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,296.75,0,실측(원자료 기반)
2020,경기도,시흥시,0,0,14153.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,296.75,0,실측(원자료 기반)
2021,경기도,시흥시,0,0,14153.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,198.9,0,실측(원자료 기반)
2022,경기도,시흥시,0,0,14153.6,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,True,275.97,0,실측(원자료 기반)
2023,경기도,시흥시,0,0,14153.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,296.75,0,추정(시군구 평균비중 x 국가총량)
2024,경기도,시흥시,0,0,14153.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,296.75,0,추정(시군구 평균비중 x 국가총량)
2025,경기도,시흥시,0,0,14153.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,296.75,0,추정(시군구 평균비중 x 국가총량)
2016,경기도,안산시,0,0,17274.6,0.0,,0,0.0003,SGIS실제인접,0.0,0.0,0.0,False,292.15,0,추정(시군구 평균비중 x 국가총량)
2017,경기도,안산시,0,0,17274.6,0.0,,0,0.0002,SGIS실제인접,0.0,0.0,0.0,False,427.19,0,실측(원자료 기반)
