연도,시도,시군구,국비지원액_최종_원,log_국비지원액_최종_원,산림면적당_국비지원액_최종(원per ha),log_국비지원액_최종_per_ha,log_국비지원액_직접방제_원,log_국비지원액_예찰진단_원,예찰진단_예산비중,국비비율_최종(%),국비비율_결측_flag,매칭사업수_최종,매칭사업_없음_flag,index_eligible
2016,인천광역시,동구,,,,,,,,,1,,,0
2017,인천광역시,동구,,,,,,,,,1,,,0
2018,인천광역시,동구,,,,,,,,,1,,,0
2019,인천광역시,동구,,,,,,,,,1,,,0
2020,인천광역시,동구,,,,,,,,,1,,,0
2021,인천광역시,동구,,,,,,,,,1,,,0
2022,인천광역시,동구,,,,,,,,,1,,,0
2023,인천광역시,동구,,,,,,,,,1,,,0
2016,인천광역시,미추홀구,0.0,0.0,,,0.0,0.0,,,1,0.0,1.0,1
2017,인천광역시,미추홀구,25440000.0,17.05183333574437,,,0.0,17.05183333574437,1.0,50.0,0,1.0,0.0,1
2018,인천광역시,미추홀구,0.0,0.0,,,0.0,0.0,,,1,0.0,1.0,1
2019,인천광역시,미추홀구,0.0,0.0,,,0.0,0.0,,,1,0.0,1.0,1
2020,인천광역시,미추홀구,0.0,0.0,,,0.0,0.0,,,1,0.0,1.0,1
2021,인천광역시,미추홀구,0.0,0.0,,,0.0,0.0,,,1,0.0,1.0,1
2022,인천광역시,미추홀구,0.0,0.0,,,0.0,0.0,,,1,0.0,1.0,1
2023,인천광역시,미추홀구,0.0,0.0,,,0.0,0.0,,,1,0.0,1.0,1
2016,인천광역시,부평구,,,,,,,,,1,,,0
2017,인천광역시,부평구,,,,,,,,,1,,,0
2018,인천광역시,부평구,,,,,,,,,1,,,0
2019,인천광역시,부평구,,,,,,,,,1,,,0
2020,인천광역시,부평구,,,,,,,,,1,,,0
2021,인천광역시,부평구,,,,,,,,,1,,,0
2022,인천광역시,부평구,,,,,,,,,1,,,0
2023,인천광역시,부평구,,,,,,,,,1,,,0
2016,인천광역시,서구,,,,,,,,,1,,,0
2017,인천광역시,서구,,,,,,,,,1,,,0
2018,인천광역시,서구,,,,,,,,,1,,,0
2019,인천광역시,서구,,,,,,,,,1,,,0
2020,인천광역시,서구,,,,,,,,,1,,,0
2021,인천광역시,서구,,,,,,,,,1,,,0
2022,인천광역시,서구,,,,,,,,,1,,,0
2023,인천광역시,서구,,,,,,,,,1,,,0
2016,인천광역시,연수구,,,,,,,,,1,,,0
2017,인천광역시,연수구,,,,,,,,,1,,,0
2018,인천광역시,연수구,,,,,,,,,1,,,0
2019,인천광역시,연수구,,,,,,,,,1,,,0
2020,인천광역시,연수구,,,,,,,,,1,,,0
2021,인천광역시,연수구,,,,,,,,,1,,,0
2022,인천광역시,연수구,,,,,,,,,1,,,0
2023,인천광역시,연수구,,,,,,,,,1,,,0
2016,인천광역시,옹진군,,,,,,,,,1,,,0
2017,인천광역시,옹진군,,,,,,,,,1,,,0
2018,인천광역시,옹진군,,,,,,,,,1,,,0
2019,인천광역시,옹진군,,,,,,,,,1,,,0
2020,인천광역시,옹진군,,,,,,,,,1,,,0
2021,인천광역시,옹진군,,,,,,,,,1,,,0
2022,인천광역시,옹진군,,,,,,,,,1,,,0
2023,인천광역시,옹진군,,,,,,,,,1,,,0
2016,인천광역시,중구,,,,,,,,,1,,,0
2017,인천광역시,중구,,,,,,,,,1,,,0
2018,인천광역시,중구,,,,,,,,,1,,,0
2019,인천광역시,중구,,,,,,,,,1,,,0
2020,인천광역시,중구,,,,,,,,,1,,,0
2021,인천광역시,중구,,,,,,,,,1,,,0
2022,인천광역시,중구,,,,,,,,,1,,,0
2023,인천광역시,중구,,,,,,,,,1,,,0
2016,전라남도,강진군,,,,,,,,,1,,,0
2017,전라남도,강진군,,,,,,,,,1,,,0
2018,전라남도,강진군,,,,,,,,,1,,,0
2019,전라남도,강진군,,,,,,,,,1,,,0
2020,전라남도,강진군,,,,,,,,,1,,,0
2021,전라남도,강진군,,,,,,,,,1,,,0
2022,전라남도,강진군,,,,,,,,,1,,,0
2023,전라남도,강진군,,,,,,,,,1,,,0
2016,전라남도,고흥군,,,,,,,,,1,,,0
2017,전라남도,고흥군,,,,,,,,,1,,,0
2018,전라남도,고흥군,,,,,,,,,1,,,0
2019,전라남도,고흥군,,,,,,,,,1,,,0
2020,전라남도,고흥군,,,,,,,,,1,,,0
2021,전라남도,고흥군,,,,,,,,,1,,,0
2022,전라남도,고흥군,,,,,,,,,1,,,0
2023,전라남도,고흥군,,,,,,,,,1,,,0
2016,전라남도,곡성군,,,,,,,,,1,,,0
2017,전라남도,곡성군,,,,,,,,,1,,,0
2018,전라남도,곡성군,,,,,,,,,1,,,0
2019,전라남도,곡성군,,,,,,,,,1,,,0
2020,전라남도,곡성군,,,,,,,,,1,,,0
2021,전라남도,곡성군,,,,,,,,,1,,,0
2022,전라남도,곡성군,,,,,,,,,1,,,0
2023,전라남도,곡성군,,,,,,,,,1,,,0
2016,전라남도,광양시,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0.0,1.0,1
2017,전라남도,광양시,482160000.0,19.993786569213064,18087.7,9.803042712899394,19.596895846171687,18.87780175369813,0.3275925004148001,61.34,0,3.0,0.0,1
2018,전라남도,광양시,678467000.0,20.335346400831707,25432.5,10.143822481662914,20.238012115505008,17.957470006685902,0.0927473259568999,68.78,0,3.0,0.0,1
2019,전라남도,광양시,616370530.0,20.239358852025983,23087.0,10.047068281013653,20.160758301185567,17.65693943200141,0.0755908949767601,47.15,0,4.0,0.0,1
2020,전라남도,광양시,663528960.0,20.313083059615906,24834.4,10.120025333713336,20.203675180600296,18.046205467073225,0.1036352655956418,54.57,0,5.0,0.0,1
2021,전라남도,광양시,961598400.0,20.684107458890256,35962.9,10.490270936542462,20.54223832371681,18.66116114778235,0.1322651951167972,59.62,0,4.0,0.0,1
2022,전라남도,광양시,844995560.0,20.55484193205321,31578.0,10.360247621697122,20.43717657662894,18.356675424637434,0.111006500436523,51.12,0,3.0,0.0,1
2023,전라남도,광양시,1167764440.0,20.878357023786833,43606.7,10.682989019248796,20.78885640542556,18.420430722699656,0.0856123003711262,62.32,0,3.0,0.0,1
2016,전라남도,구례군,,,,,,,,,1,,,0
2017,전라남도,구례군,,,,,,,,,1,,,0
2018,전라남도,구례군,,,,,,,,,1,,,0
2019,전라남도,구례군,,,,,,,,,1,,,0
2020,전라남도,구례군,,,,,,,,,1,,,0
2021,전라남도,구례군,,,,,,,,,1,,,0
2022,전라남도,구례군,,,,,,,,,1,,,0
2023,전라남도,구례군,,,,,,,,,1,,,0
2016,전라남도,나주시,,,,,,,,,1,,,0
2017,전라남도,나주시,,,,,,,,,1,,,0
2018,전라남도,나주시,,,,,,,,,1,,,0
2019,전라남도,나주시,,,,,,,,,1,,,0
2020,전라남도,나주시,,,,,,,,,1,,,0
2021,전라남도,나주시,,,,,,,,,1,,,0
2022,전라남도,나주시,,,,,,,,,1,,,0
2023,전라남도,나주시,,,,,,,,,1,,,0
2016,전라남도,담양군,,,,,,,,,1,,,0
2017,전라남도,담양군,,,,,,,,,1,,,0
2018,전라남도,담양군,,,,,,,,,1,,,0
2019,전라남도,담양군,,,,,,,,,1,,,0
2020,전라남도,담양군,,,,,,,,,1,,,0
2021,전라남도,담양군,,,,,,,,,1,,,0
2022,전라남도,담양군,,,,,,,,,1,,,0
2023,전라남도,담양군,,,,,,,,,1,,,0
2016,전라남도,목포시,,,,,,,,,1,,,0
2017,전라남도,목포시,,,,,,,,,1,,,0
2018,전라남도,목포시,,,,,,,,,1,,,0
2019,전라남도,목포시,,,,,,,,,1,,,0
2020,전라남도,목포시,,,,,,,,,1,,,0
2021,전라남도,목포시,,,,,,,,,1,,,0
2022,전라남도,목포시,,,,,,,,,1,,,0
2023,전라남도,목포시,,,,,,,,,1,,,0
2016,전라남도,무안군,,,,,,,,,1,,,0
2017,전라남도,무안군,,,,,,,,,1,,,0
2018,전라남도,무안군,,,,,,,,,1,,,0
2019,전라남도,무안군,,,,,,,,,1,,,0
2020,전라남도,무안군,,,,,,,,,1,,,0
2021,전라남도,무안군,,,,,,,,,1,,,0
2022,전라남도,무안군,,,,,,,,,1,,,0
2023,전라남도,무안군,,,,,,,,,1,,,0
2016,전라남도,보성군,,,,,,,,,1,,,0
2017,전라남도,보성군,,,,,,,,,1,,,0
2018,전라남도,보성군,,,,,,,,,1,,,0
2019,전라남도,보성군,,,,,,,,,1,,,0
2020,전라남도,보성군,,,,,,,,,1,,,0
2021,전라남도,보성군,,,,,,,,,1,,,0
2022,전라남도,보성군,,,,,,,,,1,,,0
2023,전라남도,보성군,,,,,,,,,1,,,0
2016,전라남도,순천시,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0.0,1.0,1
2017,전라남도,순천시,235276000.0,19.27626985529576,4129.5,8.32615374400256,0.0,19.27626985529576,1.0,49.99,0,2.0,0.0,1
2018,전라남도,순천시,62926000.0,17.957470006685902,1103.6,7.007238557467087,0.0,17.957470006685902,1.0,50.0,0,2.0,0.0,1
2019,전라남도,순천시,230717000.0,19.25670241353671,4043.2,8.305039034901629,18.69355117106085,18.414099142652844,0.4305881231118643,50.0,0,3.0,0.0,1
2020,전라남도,순천시,223063000.0,19.222964805219416,3906.1,8.270550689813266,18.69355117106085,18.333923890932397,0.4110497931077767,50.0,0,3.0,0.0,1
2021,전라남도,순천시,127186000.0,18.66116114778235,2225.4,7.708141210211681,0.0,18.66116114778235,1.0,50.0,0,2.0,0.0,1
2022,전라남도,순천시,221642000.0,19.216574030076433,3875.2,8.262610571266647,18.666305692237714,18.356675424637434,0.4232049882242535,29.82,0,4.0,0.0,1
2023,전라남도,순천시,99975000.0,18.420430722699656,1746.6,7.465998697077281,0.0,18.420430722699656,1.0,20.0,0,3.0,0.0,1
2016,전라남도,신안군,,,,,,,,,1,,,0
2017,전라남도,신안군,,,,,,,,,1,,,0
2018,전라남도,신안군,,,,,,,,,1,,,0
2019,전라남도,신안군,,,,,,,,,1,,,0
2020,전라남도,신안군,,,,,,,,,1,,,0
2021,전라남도,신안군,,,,,,,,,1,,,0
2022,전라남도,신안군,,,,,,,,,1,,,0
2023,전라남도,신안군,,,,,,,,,1,,,0
2016,전라남도,여수시,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0.0,1.0,1
2017,전라남도,여수시,336353000.0,19.63367176464969,12571.7,9.43928307565473,19.04765073348831,18.820530119979104,0.4434626716574551,59.67,0,3.0,0.0,1
2018,전라남도,여수시,62926000.0,17.957470006685902,2350.1,7.762638582726929,0.0,17.957470006685902,1.0,50.0,0,2.0,0.0,1
2019,전라남도,여수시,99343000.0,18.414089076569105,3707.2,8.218301862663752,0.0,18.414089076569105,1.0,49.9,0,2.0,0.0,1
2020,전라남도,여수시,114616000.0,18.55709797728013,4273.8,8.360492596650742,0.0,18.55709797728013,1.0,31.97,0,2.0,0.0,1
2021,전라남도,여수시,127186000.0,18.66116114778235,4738.7,8.463729121546914,0.0,18.66116114778235,1.0,19.43,0,2.0,0.0,1
2022,전라남도,여수시,363403000.0,19.711022972010024,13528.9,9.51265733015452,19.32148416821061,18.579776328987293,0.3226307983148185,17.97,0,4.0,0.0,1
2023,전라남도,여수시,599975000.0,20.21239854731241,22318.3,10.01320705399628,20.030118658386467,18.420430722699656,0.1666319429976249,37.61,0,3.0,0.0,1
2016,전라남도,영광군,,,,,,,,,1,,,0
2017,전라남도,영광군,,,,,,,,,1,,,0
2018,전라남도,영광군,,,,,,,,,1,,,0
2019,전라남도,영광군,,,,,,,,,1,,,0
2020,전라남도,영광군,,,,,,,,,1,,,0
2021,전라남도,영광군,,,,,,,,,1,,,0
2022,전라남도,영광군,,,,,,,,,1,,,0
2023,전라남도,영광군,,,,,,,,,1,,,0
2016,전라남도,영암군,,,,,,,,,1,,,0
2017,전라남도,영암군,,,,,,,,,1,,,0
2018,전라남도,영암군,,,,,,,,,1,,,0
2019,전라남도,영암군,,,,,,,,,1,,,0
2020,전라남도,영암군,,,,,,,,,1,,,0
2021,전라남도,영암군,,,,,,,,,1,,,0
2022,전라남도,영암군,,,,,,,,,1,,,0
2023,전라남도,영암군,,,,,,,,,1,,,0
2016,전라남도,완도군,,,,,,,,,1,,,0
2017,전라남도,완도군,,,,,,,,,1,,,0
2018,전라남도,완도군,,,,,,,,,1,,,0
2019,전라남도,완도군,,,,,,,,,1,,,0
2020,전라남도,완도군,,,,,,,,,1,,,0
2021,전라남도,완도군,,,,,,,,,1,,,0
2022,전라남도,완도군,,,,,,,,,1,,,0
2023,전라남도,완도군,,,,,,,,,1,,,0
2016,전라남도,장성군,,,,,,,,,1,,,0
2017,전라남도,장성군,,,,,,,,,1,,,0
2018,전라남도,장성군,,,,,,,,,1,,,0
2019,전라남도,장성군,,,,,,,,,1,,,0
2020,전라남도,장성군,,,,,,,,,1,,,0
2021,전라남도,장성군,,,,,,,,,1,,,0
2022,전라남도,장성군,,,,,,,,,1,,,0
2023,전라남도,장성군,,,,,,,,,1,,,0
2016,전라남도,장흥군,,,,,,,,,1,,,0
2017,전라남도,장흥군,,,,,,,,,1,,,0
2018,전라남도,장흥군,,,,,,,,,1,,,0
2019,전라남도,장흥군,,,,,,,,,1,,,0
2020,전라남도,장흥군,,,,,,,,,1,,,0
2021,전라남도,장흥군,,,,,,,,,1,,,0
2022,전라남도,장흥군,,,,,,,,,1,,,0
2023,전라남도,장흥군,,,,,,,,,1,,,0
2016,전라남도,진도군,,,,,,,,,1,,,0
2017,전라남도,진도군,,,,,,,,,1,,,0
2018,전라남도,진도군,,,,,,,,,1,,,0
2019,전라남도,진도군,,,,,,,,,1,,,0
2020,전라남도,진도군,,,,,,,,,1,,,0
2021,전라남도,진도군,,,,,,,,,1,,,0
2022,전라남도,진도군,,,,,,,,,1,,,0
2023,전라남도,진도군,,,,,,,,,1,,,0
2016,전라남도,함평군,,,,,,,,,1,,,0
2017,전라남도,함평군,,,,,,,,,1,,,0
2018,전라남도,함평군,,,,,,,,,1,,,0
2019,전라남도,함평군,,,,,,,,,1,,,0
2020,전라남도,함평군,,,,,,,,,1,,,0
2021,전라남도,함평군,,,,,,,,,1,,,0
2022,전라남도,함평군,,,,,,,,,1,,,0
2023,전라남도,함평군,,,,,,,,,1,,,0
2016,전라남도,해남군,,,,,,,,,1,,,0
2017,전라남도,해남군,,,,,,,,,1,,,0
2018,전라남도,해남군,,,,,,,,,1,,,0
2019,전라남도,해남군,,,,,,,,,1,,,0
2020,전라남도,해남군,,,,,,,,,1,,,0
2021,전라남도,해남군,,,,,,,,,1,,,0
2022,전라남도,해남군,,,,,,,,,1,,,0
2023,전라남도,해남군,,,,,,,,,1,,,0
2016,전라남도,화순군,,,,,,,,,1,,,0
2017,전라남도,화순군,,,,,,,,,1,,,0
2018,전라남도,화순군,,,,,,,,,1,,,0
2019,전라남도,화순군,,,,,,,,,1,,,0
2020,전라남도,화순군,,,,,,,,,1,,,0
2021,전라남도,화순군,,,,,,,,,1,,,0
2022,전라남도,화순군,,,,,,,,,1,,,0
2023,전라남도,화순군,,,,,,,,,1,,,0
2016,전라북도,고창군,,,,,,,,,1,,,0
2017,전라북도,고창군,,,,,,,,,1,,,0
2018,전라북도,고창군,,,,,,,,,1,,,0
2019,전라북도,고창군,,,,,,,,,1,,,0
2020,전라북도,고창군,,,,,,,,,1,,,0
2021,전라북도,고창군,,,,,,,,,1,,,0
2022,전라북도,고창군,,,,,,,,,1,,,0
2023,전라북도,고창군,,,,,,,,,1,,,0
2016,전라북도,군산시,,,,,,,,,1,,,0
2017,전라북도,군산시,,,,,,,,,1,,,0
2018,전라북도,군산시,,,,,,,,,1,,,0
2019,전라북도,군산시,,,,,,,,,1,,,0
2020,전라북도,군산시,,,,,,,,,1,,,0
2021,전라북도,군산시,,,,,,,,,1,,,0
2022,전라북도,군산시,,,,,,,,,1,,,0
2023,전라북도,군산시,,,,,,,,,1,,,0
2016,전라북도,김제시,,,,,,,,,1,,,0
2017,전라북도,김제시,,,,,,,,,1,,,0
2018,전라북도,김제시,,,,,,,,,1,,,0
2019,전라북도,김제시,,,,,,,,,1,,,0
2020,전라북도,김제시,,,,,,,,,1,,,0
2021,전라북도,김제시,,,,,,,,,1,,,0
2022,전라북도,김제시,,,,,,,,,1,,,0
2023,전라북도,김제시,,,,,,,,,1,,,0
2016,전라북도,남원시,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0.0,1.0,1
2017,전라북도,남원시,120371000.0,18.60608920634693,2869.7,7.962311181453327,0.0,18.60608920634693,1.0,50.0,0,2.0,0.0,1
2018,전라북도,남원시,40341000.0,17.51287890426279,961.0,6.8690144506657065,0.0,17.51287890426279,1.0,50.0,0,2.0,0.0,1
2019,전라북도,남원시,30448000.0,17.231530901360948,724.8,6.58727449477897,0.0,17.231530901360948,1.0,50.0,0,2.0,0.0,1
2020,전라북도,남원시,34391000.0,17.353305489283475,818.0,6.70808408385307,0.0,17.353305489283475,1.0,50.0,0,2.0,0.0,1
2021,전라북도,남원시,194356000.0,19.085202092069064,4619.4,8.438236560414525,18.85137166231316,17.517404973832438,0.2085039823828438,67.55,0,3.0,0.0,1
2022,전라북도,남원시,141829000.0,18.770132671602184,3368.4,8.122489965952104,18.36733271899841,17.666168688906573,0.3315541955453398,64.1,0,3.0,0.0,1
2023,전라북도,남원시,180473000.0,19.011091745601796,4282.9,8.362619088624793,18.68581809063996,17.72977107828791,0.2776703440403827,66.8,0,3.0,0.0,1
2016,전라북도,무주군,,,,,,,,,1,,,0
2017,전라북도,무주군,,,,,,,,,1,,,0
2018,전라북도,무주군,,,,,,,,,1,,,0
2019,전라북도,무주군,,,,,,,,,1,,,0
2020,전라북도,무주군,,,,,,,,,1,,,0
2021,전라북도,무주군,,,,,,,,,1,,,0
2022,전라북도,무주군,,,,,,,,,1,,,0
2023,전라북도,무주군,,,,,,,,,1,,,0
2016,전라북도,부안군,,,,,,,,,1,,,0
2017,전라북도,부안군,,,,,,,,,1,,,0
2018,전라북도,부안군,,,,,,,,,1,,,0
2019,전라북도,부안군,,,,,,,,,1,,,0
2020,전라북도,부안군,,,,,,,,,1,,,0
2021,전라북도,부안군,,,,,,,,,1,,,0
2022,전라북도,부안군,,,,,,,,,1,,,0
2023,전라북도,부안군,,,,,,,,,1,,,0
2016,전라북도,순창군,,,,,,,,,1,,,0
2017,전라북도,순창군,,,,,,,,,1,,,0
2018,전라북도,순창군,,,,,,,,,1,,,0
2019,전라북도,순창군,,,,,,,,,1,,,0
2020,전라북도,순창군,,,,,,,,,1,,,0
2021,전라북도,순창군,,,,,,,,,1,,,0
2022,전라북도,순창군,,,,,,,,,1,,,0
2023,전라북도,순창군,,,,,,,,,1,,,0
2016,전라북도,완주군,,,,,,,,,1,,,0
2017,전라북도,완주군,,,,,,,,,1,,,0
2018,전라북도,완주군,,,,,,,,,1,,,0
2019,전라북도,완주군,,,,,,,,,1,,,0
2020,전라북도,완주군,,,,,,,,,1,,,0
2021,전라북도,완주군,,,,,,,,,1,,,0
2022,전라북도,완주군,,,,,,,,,1,,,0
2023,전라북도,완주군,,,,,,,,,1,,,0
2016,전라북도,익산시,,,,,,,,,1,,,0
2017,전라북도,익산시,,,,,,,,,1,,,0
2018,전라북도,익산시,,,,,,,,,1,,,0
2019,전라북도,익산시,,,,,,,,,1,,,0
2020,전라북도,익산시,,,,,,,,,1,,,0
2021,전라북도,익산시,,,,,,,,,1,,,0
2022,전라북도,익산시,,,,,,,,,1,,,0
2023,전라북도,익산시,,,,,,,,,1,,,0
2016,전라북도,임실군,,,,,,,,,1,,,0
2017,전라북도,임실군,,,,,,,,,1,,,0
2018,전라북도,임실군,,,,,,,,,1,,,0
2019,전라북도,임실군,,,,,,,,,1,,,0
2020,전라북도,임실군,,,,,,,,,1,,,0
2021,전라북도,임실군,,,,,,,,,1,,,0
2022,전라북도,임실군,,,,,,,,,1,,,0
2023,전라북도,임실군,,,,,,,,,1,,,0
2016,전라북도,장수군,,,,,,,,,1,,,0
2017,전라북도,장수군,,,,,,,,,1,,,0
2018,전라북도,장수군,,,,,,,,,1,,,0
2019,전라북도,장수군,,,,,,,,,1,,,0
2020,전라북도,장수군,,,,,,,,,1,,,0
2021,전라북도,장수군,,,,,,,,,1,,,0
2022,전라북도,장수군,,,,,,,,,1,,,0
2023,전라북도,장수군,,,,,,,,,1,,,0
2016,전라북도,전주시,,,,,,,,,1,,,0
2017,전라북도,전주시,,,,,,,,,1,,,0
2018,전라북도,전주시,,,,,,,,,1,,,0
2019,전라북도,전주시,,,,,,,,,1,,,0
2020,전라북도,전주시,,,,,,,,,1,,,0
2021,전라북도,전주시,,,,,,,,,1,,,0
2022,전라북도,전주시,,,,,,,,,1,,,0
2023,전라북도,전주시,,,,,,,,,1,,,0
2016,전라북도,정읍시,,,,,,,,,1,,,0
2017,전라북도,정읍시,,,,,,,,,1,,,0
2018,전라북도,정읍시,,,,,,,,,1,,,0
2019,전라북도,정읍시,,,,,,,,,1,,,0
2020,전라북도,정읍시,,,,,,,,,1,,,0
2021,전라북도,정읍시,,,,,,,,,1,,,0
2022,전라북도,정읍시,,,,,,,,,1,,,0
2023,전라북도,정읍시,,,,,,,,,1,,,0
2016,전라북도,진안군,,,,,,,,,1,,,0
2017,전라북도,진안군,,,,,,,,,1,,,0
2018,전라북도,진안군,,,,,,,,,1,,,0
2019,전라북도,진안군,,,,,,,,,1,,,0
2020,전라북도,진안군,,,,,,,,,1,,,0
2021,전라북도,진안군,,,,,,,,,1,,,0
2022,전라북도,진안군,,,,,,,,,1,,,0
2023,전라북도,진안군,,,,,,,,,1,,,0
2016,제주특별자치도,서귀포시,13031358000.0,23.290624443757665,150023.69275402362,11.918555177890434,23.290624443757665,0.0,0.0,58.04304590276615,0,9.0,0.0,1
2017,제주특별자치도,서귀포시,14679364000.0,23.4097085350117,168996.3850705717,12.037638520830306,23.404146876408987,18.215070101463205,0.005546221212308653,63.16267856815535,0,9.0,0.0,1
2018,제주특별자치도,서귀포시,1250234164.0,20.946596702716175,14393.338444889596,9.574590244705705,20.839128955184723,18.662779512631968,0.10189451197879759,54.95645980037126,0,7.0,0.0,1
2019,제주특별자치도,서귀포시,510324000.0,20.05055637804595,5875.112247012503,8.678650639734274,19.74243658660135,18.723182468392096,0.2651727138053472,63.28712998984328,0,6.0,0.0,1
2020,제주특별자치도,서귀포시,596563000.0,20.206695411695407,6867.93995072644,8.834765072106437,19.94456077020347,18.73959255922524,0.2305925778165927,62.740563353915114,0,8.0,0.0,1
2021,제주특별자치도,서귀포시,874200000.0,20.588819741537392,10064.23982869379,9.21684316577747,20.36659089443625,18.975714628123203,0.19926790208190345,64.83239394838327,0,11.0,0.0,1
2022,제주특별자치도,서귀포시,386080000.0,19.77155516243113,4444.75144482052,8.399704187612869,19.162618093443648,18.986449000861718,0.45607128056361373,58.75048694974679,0,7.0,0.0,1
2023,제주특별자치도,서귀포시,397650000.0,19.801082781882194,4577.95123299026,8.429225262456303,19.162618093443648,19.050089088874373,0.4718973972086005,58.88494002665482,0,7.0,0.0,1
2016,제주특별자치도,제주시,13031358000.0,23.290624443757665,150023.69275402362,11.918555177890434,23.290624443757665,0.0,0.0,58.04304590276615,0,9.0,0.0,1
2017,제주특별자치도,제주시,14679364000.0,23.4097085350117,168996.3850705717,12.037638520830306,23.404146876408987,18.215070101463205,0.005546221212308653,63.16267856815535,0,9.0,0.0,1
2018,제주특별자치도,제주시,1250234164.0,20.946596702716175,14393.338444889596,9.574590244705705,20.839128955184723,18.662779512631968,0.10189451197879759,54.95645980037126,0,7.0,0.0,1
2019,제주특별자치도,제주시,510324000.0,20.05055637804595,5875.112247012503,8.678650639734274,19.74243658660135,18.723182468392096,0.2651727138053472,63.28712998984328,0,6.0,0.0,1
2020,제주특별자치도,제주시,596563000.0,20.206695411695407,6867.93995072644,8.834765072106437,19.94456077020347,18.73959255922524,0.2305925778165927,62.740563353915114,0,8.0,0.0,1
2021,제주특별자치도,제주시,874200000.0,20.588819741537392,10064.23982869379,9.21684316577747,20.36659089443625,18.975714628123203,0.19926790208190345,64.83239394838327,0,11.0,0.0,1
2022,제주특별자치도,제주시,386080000.0,19.77155516243113,4444.75144482052,8.399704187612869,19.162618093443648,18.986449000861718,0.45607128056361373,58.75048694974679,0,7.0,0.0,1
2023,제주특별자치도,제주시,397650000.0,19.801082781882194,4577.95123299026,8.429225262456303,19.162618093443648,19.050089088874373,0.4718973972086005,58.88494002665482,0,7.0,0.0,1
2016,충청남도,계룡시,,,,,,,,,1,,,0
2017,충청남도,계룡시,,,,,,,,,1,,,0
2018,충청남도,계룡시,,,,,,,,,1,,,0
2019,충청남도,계룡시,,,,,,,,,1,,,0
2020,충청남도,계룡시,,,,,,,,,1,,,0
2021,충청남도,계룡시,,,,,,,,,1,,,0
2022,충청남도,계룡시,,,,,,,,,1,,,0
2023,충청남도,계룡시,,,,,,,,,1,,,0
2016,충청남도,공주시,87771000.0,18.29024171931129,1625.5,7.394185745913406,0.0,18.29024171931129,1.0,50.0,0,1.0,0.0,1
2017,충청남도,공주시,93248000.0,18.350773179261104,1732.7,7.458013131991842,0.0,18.350773179261104,1.0,50.0,0,2.0,0.0,1
2018,충청남도,공주시,21232000.0,16.871020082652844,395.9,5.983684359789019,0.0,16.871020082652844,1.0,50.0,0,2.0,0.0,1
2019,충청남도,공주시,22554000.0,16.931423036112403,421.9,6.047135744478443,0.0,16.931423036112403,1.0,50.0,0,2.0,0.0,1
2020,충청남도,공주시,22927000.0,16.947825856921494,430.3,6.066803903653797,0.0,16.947825856921494,1.0,15.63,0,3.0,0.0,1
2021,충청남도,공주시,68078000.0,18.036164679283615,1282.1,7.157034303900972,17.480174186431878,17.18401259122948,0.4264960780281442,30.83,0,5.0,0.0,1
2022,충청남도,공주시,103816450.0,18.458135003614164,1961.7,7.582076355292033,18.04144537376896,17.381600744251745,0.3407745111685094,64.53,0,4.0,0.0,1
2023,충청남도,공주시,61295000.0,17.931208847825776,1162.1,7.058844133344993,16.976799684350574,17.44501151508813,0.6149604372297903,58.98,0,3.0,0.0,1
2016,충청남도,금산군,,,,,,,,,1,,,0
2017,충청남도,금산군,,,,,,,,,1,,,0
2018,충청남도,금산군,,,,,,,,,1,,,0
2019,충청남도,금산군,,,,,,,,,1,,,0
2020,충청남도,금산군,,,,,,,,,1,,,0
2021,충청남도,금산군,,,,,,,,,1,,,0
2022,충청남도,금산군,,,,,,,,,1,,,0
2023,충청남도,금산군,,,,,,,,,1,,,0
2016,충청남도,논산시,,,,,,,,,1,,,0
2017,충청남도,논산시,,,,,,,,,1,,,0
2018,충청남도,논산시,,,,,,,,,1,,,0
2019,충청남도,논산시,,,,,,,,,1,,,0
2020,충청남도,논산시,,,,,,,,,1,,,0
2021,충청남도,논산시,,,,,,,,,1,,,0
2022,충청남도,논산시,,,,,,,,,1,,,0
2023,충청남도,논산시,,,,,,,,,1,,,0
2016,충청남도,당진시,,,,,,,,,1,,,0
2017,충청남도,당진시,,,,,,,,,1,,,0
2018,충청남도,당진시,,,,,,,,,1,,,0
2019,충청남도,당진시,,,,,,,,,1,,,0
2020,충청남도,당진시,,,,,,,,,1,,,0
2021,충청남도,당진시,,,,,,,,,1,,,0
2022,충청남도,당진시,,,,,,,,,1,,,0
2023,충청남도,당진시,,,,,,,,,1,,,0
2016,충청남도,보령시,481880000.0,19.99320568043813,16706.1,9.723589057754918,19.99320568043813,0.0,0.0,61.57,0,1.0,0.0,1
2017,충청남도,보령시,470584810.0,19.969486757918556,16366.5,9.703052940315246,19.669853879558175,18.618211067239827,0.2589097595394122,63.72,0,3.0,0.0,1
2018,충청남도,보령시,309518515.0,19.55052847382449,10799.1,9.287310672328704,19.36239949013787,17.787310786267767,0.1714921642086581,69.05,0,3.0,0.0,1
