연도,시도,시군구,sigungu_cd,stnId,거리_km,겨울철_평균최저기온,여름철_평균기온,연강수량_mm,평균풍속_ms,GDD_솔수염하늘소_base11.9,GDD_북방수염하늘소_base8.3,SPI3_최저월(최심가뭄),SPI3_유효월수,연간관측일수,겨울철_자료완전성
2017,전라남도,순천시,46150,174,3.43,-3.45,24.26,883.4,1.83,1806.2,2591.4,-1.85,12.0,365,True
2018,전라남도,순천시,46150,174,3.43,-5.56,24.61,1532.4,1.78,1734.6,2542.6,-1.45,12.0,365,True
2019,전라남도,순천시,46150,174,3.43,-2.97,23.08,1568.2,1.85,1716.7,2521.7,-1.0,12.0,365,True
2020,전라남도,순천시,46150,174,3.43,-1.61,23.65,1906.1,2.06,1662.8,2448.7,-1.93,12.0,366,True
2021,전라남도,순천시,46150,174,3.43,-3.97,24.08,1320.9,1.88,1825.0,2659.0,-1.08,12.0,365,True
2022,전라남도,순천시,46150,174,3.43,-4.04,24.4,987.0,2.03,1845.4,2680.6,-2.42,12.0,365,True
2023,전라남도,순천시,46150,174,3.43,-4.27,24.25,2139.5,1.78,1864.1,2709.6,-0.49,12.0,365,True
2016,전라남도,신안군,46910,165,30.61,0.78,25.4,1398.0,3.11,2143.0,3027.3,-0.92,11.0,366,True
2017,전라남도,신안군,46910,165,30.61,0.17,25.39,722.5,3.47,2063.0,2875.6,-2.34,12.0,365,True
2018,전라남도,신안군,46910,165,30.61,-1.85,26.39,1363.3,3.4,2151.2,3033.7,-0.83,12.0,365,True
2019,전라남도,신안군,46910,165,30.61,0.08,24.38,1248.4,3.43,1989.3,2821.9,-0.98,12.0,365,True
2020,전라남도,신안군,46910,165,30.61,1.32,24.32,1427.7,3.59,1848.4,2671.2,-1.81,12.0,366,True
2021,전라남도,신안군,46910,165,30.61,-0.11,25.34,1101.0,3.36,2113.4,3015.4,-1.66,12.0,365,True
2022,전라남도,신안군,46910,165,30.61,-0.51,25.36,739.9,3.67,2073.8,2958.6,-2.13,12.0,365,True
2023,전라남도,신안군,46910,165,30.61,-0.93,25.19,1577.9,3.53,2160.4,3045.3,-0.91,12.0,365,True
2016,전라남도,여수시,46130,168,8.93,1.66,24.97,1616.6,3.87,2157.5,3073.9,-1.66,11.0,366,True
2017,전라남도,여수시,46130,168,8.93,1.24,25.05,1019.6,3.91,2149.0,3019.5,-2.19,12.0,365,True
2018,전라남도,여수시,46130,168,8.93,-0.9,25.67,1578.7,3.88,2122.2,3043.4,-1.4,12.0,365,True
2019,전라남도,여수시,46130,168,8.93,1.41,24.26,1529.9,3.77,2098.1,3018.7,-0.66,12.0,365,True
2020,전라남도,여수시,46130,168,8.93,3.17,24.08,1751.9,3.86,1954.6,2869.0,-1.66,12.0,366,True
2021,전라남도,여수시,46130,168,8.93,0.93,25.24,1571.2,3.89,2188.5,3164.2,-1.24,12.0,365,True
2022,전라남도,여수시,46130,168,8.93,0.62,24.86,1067.4,4.01,2155.2,3079.0,-2.5,12.0,365,True
2023,전라남도,여수시,46130,168,8.93,0.48,24.96,1935.4,3.63,2194.4,3140.3,-0.8,12.0,365,True
2016,전라남도,영광군,46870,252,2.31,-1.98,25.06,1209.3,2.32,2009.9,2853.3,-1.4,11.0,366,True
2017,전라남도,영광군,46870,252,2.31,-3.31,24.95,841.7,2.17,1911.2,2683.6,-2.09,12.0,365,True
2018,전라남도,영광군,46870,252,2.31,-5.25,25.86,1378.0,2.1,1981.4,2798.0,-1.15,12.0,365,True
2019,전라남도,영광군,46870,252,2.31,-3.47,24.07,1205.3,1.67,1843.6,2643.8,-1.37,12.0,365,True
2020,전라남도,영광군,46870,252,2.31,-0.53,24.17,1787.9,1.71,1778.2,2556.0,-1.62,12.0,366,True
2021,전라남도,영광군,46870,252,2.31,-2.94,24.8,1202.6,1.64,1973.3,2797.7,-0.5,12.0,365,True
2022,전라남도,영광군,46870,252,2.31,-3.32,25.27,802.7,1.77,1961.3,2788.4,-2.25,12.0,365,True
2023,전라남도,영광군,46870,252,2.31,-3.86,25.05,1496.1,1.66,2056.4,2897.7,-1.26,12.0,365,True
2016,전라남도,영암군,46830,259,22.27,-1.02,25.02,1619.4,2.33,2070.2,2934.5,-1.42,11.0,366,True
2017,전라남도,영암군,46830,259,22.27,-1.54,24.78,816.2,2.34,1950.0,2743.8,-2.52,12.0,365,True
2018,전라남도,영암군,46830,259,22.27,-3.83,25.93,1634.5,2.37,2025.0,2882.8,-1.13,12.0,365,True
2019,전라남도,영암군,46830,259,22.27,-1.41,24.2,1481.6,2.23,1946.3,2785.6,-0.96,12.0,365,True
2020,전라남도,영암군,46830,259,22.27,0.04,24.5,1654.4,2.25,1861.2,2703.1,-1.71,12.0,366,True
2021,전라남도,영암군,46830,259,22.27,-2.21,25.25,1494.8,1.81,2086.9,2984.3,-1.31,12.0,365,True
2022,전라남도,영암군,46830,259,22.27,-2.46,25.67,1033.3,1.8,2126.0,3012.2,-2.35,12.0,365,True
2023,전라남도,영암군,46830,259,22.27,-2.67,25.56,1933.3,1.63,2186.3,3074.8,-0.97,12.0,365,True
2016,전라남도,완도군,46890,170,13.19,1.4,24.75,1608.4,2.54,2113.1,3020.2,-0.89,11.0,366,True
2017,전라남도,완도군,46890,170,13.19,1.02,25.19,958.1,2.42,2139.0,2990.4,-2.33,12.0,365,True
2018,전라남도,완도군,46890,170,13.19,-0.98,25.64,1431.4,2.44,2111.0,3023.4,-1.34,12.0,365,True
2019,전라남도,완도군,46890,170,13.19,0.89,23.91,1678.8,2.32,2009.5,2886.8,-0.72,12.0,365,True
2020,전라남도,완도군,46890,170,13.19,2.45,24.13,1580.7,2.38,1923.8,2822.6,-1.66,12.0,366,True
2021,전라남도,완도군,46890,170,13.19,0.66,24.95,1607.2,2.47,2139.2,3109.8,-1.35,12.0,365,True
2022,전라남도,완도군,46890,170,13.19,0.52,25.45,704.4,2.21,2203.0,3125.3,-2.49,12.0,365,True
2023,전라남도,완도군,46890,170,13.19,0.11,25.33,1715.3,2.07,2254.2,3193.0,-1.3,12.0,365,True
2016,전라남도,장성군,46880,251,12.52,-1.65,25.48,1126.1,1.69,2168.9,3040.0,-1.38,11.0,366,True
2017,전라남도,장성군,46880,251,12.52,-2.5,25.43,1063.3,1.63,2005.4,2789.3,-2.14,12.0,365,True
2018,전라남도,장성군,46880,251,12.52,-5.16,25.25,1314.1,2.03,1898.8,2713.8,-1.0,12.0,365,True
2019,전라남도,장성군,46880,251,12.52,-3.64,23.85,1121.7,1.52,1841.5,2644.4,-1.07,12.0,365,True
2020,전라남도,장성군,46880,251,12.52,-0.94,24.27,1671.7,1.59,1789.8,2570.0,-1.7,12.0,366,True
2021,전라남도,장성군,46880,251,12.52,-3.2,24.77,1174.6,1.54,1969.8,2809.4,-1.07,12.0,365,True
2022,전라남도,장성군,46880,251,12.52,-3.73,25.14,652.8,1.58,1973.0,2805.0,-2.18,12.0,365,True
2023,전라남도,장성군,46880,251,12.52,-4.36,25.13,1513.3,1.52,2102.2,2953.6,-1.28,12.0,365,True
2016,전라남도,장흥군,46800,260,1.44,-1.74,24.8,1513.2,1.82,2006.5,2865.6,-1.55,11.0,366,True
2017,전라남도,장흥군,46800,260,1.44,-2.15,24.91,969.7,1.76,1957.7,2757.0,-2.43,12.0,365,True
2018,전라남도,장흥군,46800,260,1.44,-4.76,25.58,1410.9,1.78,1923.6,2769.0,-1.08,12.0,365,True
2019,전라남도,장흥군,46800,260,1.44,-2.05,24.37,1517.4,1.77,1922.5,2745.7,-0.68,12.0,365,True
2020,전라남도,장흥군,46800,260,1.44,-0.98,24.05,1692.2,1.71,1735.0,2532.9,-1.57,12.0,366,True
2021,전라남도,장흥군,46800,260,1.44,-3.31,24.68,1475.5,1.64,1922.6,2772.7,-1.29,12.0,365,True
2022,전라남도,장흥군,46800,260,1.44,-3.76,25.07,915.9,1.68,1948.4,2795.8,-2.39,12.0,365,True
2023,전라남도,장흥군,46800,260,1.44,-3.85,25.05,1985.1,1.53,2031.2,2896.1,-0.57,12.0,365,True
2016,전라남도,진도군,46900,268,5.03,0.54,24.59,1569.1,2.45,1957.0,2816.3,-1.02,11.0,366,True
2017,전라남도,진도군,46900,268,5.03,-0.29,24.67,787.6,2.41,1838.2,2618.5,-2.45,12.0,365,True
2018,전라남도,진도군,46900,268,5.03,-2.04,25.34,1589.5,2.36,1923.8,2771.6,-0.69,12.0,365,True
2019,전라남도,진도군,46900,268,5.03,-0.09,23.51,1538.8,2.3,1805.1,2639.8,-1.01,12.0,365,True
2020,전라남도,진도군,46900,268,5.03,1.11,24.09,1515.5,2.6,1749.4,2558.1,-1.55,12.0,366,True
2021,전라남도,진도군,46900,268,5.03,-1.05,24.87,1549.1,2.31,1846.4,2696.6,-1.34,12.0,365,True
2022,전라남도,진도군,46900,268,5.03,-1.44,24.81,903.1,2.51,1907.5,2755.3,-2.39,12.0,365,True
2023,전라남도,진도군,46900,268,5.03,-1.93,24.73,1540.8,2.36,1982.9,2844.5,-1.36,12.0,365,True
2016,전라남도,함평군,46860,252,19.73,-1.98,25.06,1209.3,2.32,2009.9,2853.3,-1.4,11.0,366,True
2017,전라남도,함평군,46860,252,19.73,-3.31,24.95,841.7,2.17,1911.2,2683.6,-2.09,12.0,365,True
2018,전라남도,함평군,46860,252,19.73,-5.25,25.86,1378.0,2.1,1981.4,2798.0,-1.15,12.0,365,True
2019,전라남도,함평군,46860,252,19.73,-3.47,24.07,1205.3,1.67,1843.6,2643.8,-1.37,12.0,365,True
2020,전라남도,함평군,46860,252,19.73,-0.53,24.17,1787.9,1.71,1778.2,2556.0,-1.62,12.0,366,True
2021,전라남도,함평군,46860,252,19.73,-2.94,24.8,1202.6,1.64,1973.3,2797.7,-0.5,12.0,365,True
2022,전라남도,함평군,46860,252,19.73,-3.32,25.27,802.7,1.77,1961.3,2788.4,-2.25,12.0,365,True
2023,전라남도,함평군,46860,252,19.73,-3.86,25.05,1496.1,1.66,2056.4,2897.7,-1.26,12.0,365,True
2016,전라남도,해남군,46820,261,5.27,-2.14,25.0,1360.2,2.15,2006.4,2846.0,-1.31,11.0,366,True
2017,전라남도,해남군,46820,261,5.27,-2.76,25.17,725.3,2.05,1922.4,2698.0,-2.13,12.0,365,True
2018,전라남도,해남군,46820,261,5.27,-5.34,25.35,1297.1,2.05,1890.8,2697.7,-1.67,12.0,365,True
2019,전라남도,해남군,46820,261,5.27,-3.43,23.46,1222.0,1.98,1749.0,2537.9,-0.79,12.0,365,True
2020,전라남도,해남군,46820,261,5.27,-1.41,24.1,1450.3,2.11,1728.7,2503.8,-1.84,12.0,366,True
2021,전라남도,해남군,46820,261,5.27,-3.76,24.86,1387.9,2.05,1917.8,2728.6,-1.75,12.0,365,True
2022,전라남도,해남군,46820,261,5.27,-4.82,25.35,794.5,2.01,1933.4,2754.0,-2.43,12.0,365,True
2023,전라남도,해남군,46820,261,5.27,-3.33,25.32,1619.3,1.93,2040.6,2897.1,-1.14,12.0,365,True
2016,전라남도,화순군,46790,156,22.4,-0.39,25.94,1482.3,1.62,2301.6,3198.5,-0.78,11.0,366,True
2017,전라남도,화순군,46790,156,22.4,-0.94,26.02,936.6,1.55,2248.6,3082.3,-1.88,12.0,365,True
2018,전라남도,화순군,46790,156,22.4,-2.87,26.82,1427.9,1.58,2274.8,3159.2,-1.28,12.0,365,True
2019,전라남도,화순군,46790,156,22.4,-1.15,24.82,1085.9,1.48,2122.6,2979.5,-0.94,12.0,365,True
2020,전라남도,화순군,46790,156,22.4,1.04,24.85,2027.0,1.56,1985.4,2860.2,-2.09,12.0,366,True
2021,전라남도,화순군,46790,156,22.4,-1.16,25.41,1303.8,1.36,2185.8,3115.8,-0.82,12.0,365,True
2022,전라남도,화순군,46790,156,22.4,-1.55,25.93,769.9,1.4,2275.0,3187.3,-2.34,12.0,365,True
2023,전라남도,화순군,46790,156,22.4,-1.9,25.7,2116.1,1.16,2322.9,3232.5,-1.24,12.0,365,True
2016,전라북도,고창군,45790,251,7.46,-1.65,25.48,1126.1,1.69,2168.9,3040.0,-1.38,11.0,366,True
2017,전라북도,고창군,45790,251,7.46,-2.5,25.43,1063.3,1.63,2005.4,2789.3,-2.14,12.0,365,True
2018,전라북도,고창군,45790,251,7.46,-5.16,25.25,1314.1,2.03,1898.8,2713.8,-1.0,12.0,365,True
2019,전라북도,고창군,45790,251,7.46,-3.64,23.85,1121.7,1.52,1841.5,2644.4,-1.07,12.0,365,True
2020,전라북도,고창군,45790,251,7.46,-0.94,24.27,1671.7,1.59,1789.8,2570.0,-1.7,12.0,366,True
2021,전라북도,고창군,45790,251,7.46,-3.2,24.77,1174.6,1.54,1969.8,2809.4,-1.07,12.0,365,True
2022,전라북도,고창군,45790,251,7.46,-3.73,25.14,652.8,1.58,1973.0,2805.0,-2.18,12.0,365,True
2023,전라북도,고창군,45790,251,7.46,-4.36,25.13,1513.3,1.52,2102.2,2953.6,-1.28,12.0,365,True
2016,전라북도,군산시,45130,140,7.0,-1.92,25.14,1144.4,2.08,2039.6,2881.8,-1.24,11.0,366,True
2017,전라북도,군산시,45130,140,7.0,-2.67,24.78,774.4,2.19,1920.9,2706.0,-1.69,12.0,365,True
2018,전라북도,군산시,45130,140,7.0,-4.59,25.55,1637.1,2.0,1931.3,2751.8,-0.72,12.0,365,True
2019,전라북도,군산시,45130,140,7.0,-2.89,24.12,1008.1,1.91,1888.7,2691.9,-1.22,12.0,365,True
2020,전라북도,군산시,45130,140,7.0,-0.55,24.11,1664.8,2.08,1788.4,2582.5,-2.11,12.0,366,True
2021,전라북도,군산시,45130,140,7.0,-2.73,24.75,1151.7,2.04,1960.1,2803.9,-0.84,12.0,365,True
2022,전라북도,군산시,45130,140,7.0,-3.45,24.98,1043.4,2.25,1919.8,2743.8,-1.68,12.0,364,True
2023,전라북도,군산시,45130,140,7.0,-4.28,25.0,2120.8,2.21,2067.2,2906.1,-1.5,12.0,365,True
2016,전라북도,김제시,45210,243,18.33,-2.09,25.31,1075.5,1.72,2067.6,2904.1,-1.76,11.0,366,True
2017,전라북도,김제시,45210,243,18.33,-2.76,25.0,906.5,1.72,1949.0,2730.5,-1.95,12.0,365,True
2018,전라북도,김제시,45210,243,18.33,-4.53,26.01,1359.0,1.7,2026.8,2855.0,-0.99,12.0,365,True
2019,전라북도,김제시,45210,243,18.33,-3.01,24.39,1087.5,1.54,1935.4,2749.0,-1.32,12.0,365,True
2020,전라북도,김제시,45210,243,18.33,-0.4,24.25,1694.8,1.56,1813.2,2606.5,-1.69,12.0,366,True
2021,전라북도,김제시,45210,243,18.33,-2.69,24.82,1354.0,1.5,1985.4,2838.9,-0.61,12.0,365,True
2022,전라북도,김제시,45210,243,18.33,-3.18,25.17,971.2,1.51,1987.6,2835.4,-1.69,12.0,365,True
2023,전라북도,김제시,45210,243,18.33,-3.78,25.22,1853.6,1.5,2137.4,2995.0,-1.73,12.0,365,True
2016,전라북도,남원시,45190,247,4.13,-3.45,25.01,1388.5,1.74,2014.5,2850.0,-0.97,11.0,366,True
2017,전라북도,남원시,45190,247,4.13,-4.43,24.74,851.3,1.59,1881.4,2659.0,-2.14,12.0,365,True
2018,전라북도,남원시,45190,247,4.13,-6.58,25.85,1431.7,1.68,1958.3,2770.4,-0.84,12.0,365,True
2019,전라북도,남원시,45190,247,4.13,-4.47,24.18,1332.8,1.57,1899.2,2704.6,-0.73,12.0,365,True
2020,전라북도,남원시,45190,247,4.13,-2.17,24.56,2007.2,1.68,1803.8,2582.2,-2.26,12.0,366,True
2021,전라북도,남원시,45190,247,4.13,-4.64,24.56,1136.8,1.78,1910.9,2721.5,-0.89,12.0,364,True
2022,전라북도,남원시,45190,247,4.13,-5.6,24.91,811.4,1.67,1901.0,2719.0,-2.28,12.0,365,True
2023,전라북도,남원시,45190,247,4.13,-5.79,25.38,1805.7,1.59,2081.2,2922.8,-1.24,12.0,365,True
2016,전라북도,무주군,45730,238,27.83,-4.88,24.8,1325.6,1.24,1913.0,2720.8,-0.58,11.0,366,True
2017,전라북도,무주군,45730,238,27.83,-5.99,24.16,967.6,1.26,1742.6,2506.2,-1.92,12.0,365,True
2018,전라북도,무주군,45730,238,27.83,-8.17,25.44,1397.2,1.28,1815.9,2585.3,-0.83,12.0,365,True
2019,전라북도,무주군,45730,238,27.83,-6.64,23.73,982.6,1.16,1748.8,2521.6,-1.8,12.0,365,True
2020,전라북도,무주군,45730,238,27.83,-3.23,24.11,1758.2,1.17,1694.6,2440.0,-1.93,12.0,366,True
2021,전라북도,무주군,45730,238,27.83,-5.91,24.23,1290.1,1.15,1826.0,2620.8,-0.72,12.0,365,True
2022,전라북도,무주군,45730,238,27.83,-6.56,24.39,948.7,1.11,1768.2,2548.7,-1.85,12.0,365,True
2023,전라북도,무주군,45730,238,27.83,-7.0,24.75,1800.9,1.05,1900.5,2721.4,-1.85,12.0,365,True
2016,전라북도,부안군,45800,243,8.78,-2.09,25.31,1075.5,1.72,2067.6,2904.1,-1.76,11.0,366,True
2017,전라북도,부안군,45800,243,8.78,-2.76,25.0,906.5,1.72,1949.0,2730.5,-1.95,12.0,365,True
2018,전라북도,부안군,45800,243,8.78,-4.53,26.01,1359.0,1.7,2026.8,2855.0,-0.99,12.0,365,True
2019,전라북도,부안군,45800,243,8.78,-3.01,24.39,1087.5,1.54,1935.4,2749.0,-1.32,12.0,365,True
2020,전라북도,부안군,45800,243,8.78,-0.4,24.25,1694.8,1.56,1813.2,2606.5,-1.69,12.0,366,True
2021,전라북도,부안군,45800,243,8.78,-2.69,24.82,1354.0,1.5,1985.4,2838.9,-0.61,12.0,365,True
2022,전라북도,부안군,45800,243,8.78,-3.18,25.17,971.2,1.51,1987.6,2835.4,-1.69,12.0,365,True
2023,전라북도,부안군,45800,243,8.78,-3.78,25.22,1853.6,1.5,2137.4,2995.0,-1.73,12.0,365,True
2016,전라북도,순창군,45770,254,7.74,-4.34,23.93,1509.9,1.66,1850.8,2669.3,-0.78,11.0,366,True
2017,전라북도,순창군,45770,254,7.74,-5.78,24.46,1023.2,1.67,1838.8,2605.5,-2.1,12.0,365,True
2018,전라북도,순창군,45770,254,7.74,-6.54,25.77,1523.3,1.43,1919.8,2726.1,-1.34,12.0,365,True
2019,전라북도,순창군,45770,254,7.74,-4.57,23.95,1284.2,1.45,1843.6,2634.1,-1.24,12.0,365,True
2020,전라북도,순창군,45770,254,7.74,-2.32,24.4,2133.7,1.74,1775.2,2544.2,-2.08,12.0,366,True
2021,전라북도,순창군,45770,254,7.74,-4.59,24.92,1232.6,1.5,1965.7,2790.0,-0.83,12.0,365,True
2022,전라북도,순창군,45770,254,7.74,-5.23,25.19,877.1,1.66,1956.2,2772.3,-2.12,12.0,365,True
2023,전라북도,순창군,45770,254,7.74,-5.78,25.15,2097.3,1.56,2061.1,2900.3,-1.45,12.0,365,True
2016,전라북도,완주군,45710,146,12.36,-1.44,25.6,1117.7,1.76,2197.0,3068.4,-1.42,11.0,366,True
2017,전라북도,완주군,45710,146,12.36,-2.12,25.23,947.8,1.68,2042.2,2844.4,-1.78,12.0,365,True
2018,전라북도,완주군,45710,146,12.36,-4.18,26.55,1332.5,1.69,2157.4,3006.4,-1.03,12.0,365,True
2019,전라북도,완주군,45710,146,12.36,-2.58,24.79,968.9,1.63,2069.1,2905.0,-1.42,12.0,365,True
2020,전라북도,완주군,45710,146,12.36,-0.19,24.88,1780.8,1.64,1947.0,2778.8,-1.6,12.0,366,True
2021,전라북도,완주군,45710,146,12.36,-2.44,25.4,1496.6,1.61,2120.4,3007.5,-0.66,12.0,365,True
2022,전라북도,완주군,45710,146,12.36,-3.1,25.68,1071.5,1.61,2145.2,3023.9,-2.07,12.0,365,True
2023,전라북도,완주군,45710,146,12.36,-3.39,25.78,1986.6,1.57,2271.6,3152.4,-1.82,12.0,365,True
2016,전라북도,익산시,45140,140,20.6,-1.92,25.14,1144.4,2.08,2039.6,2881.8,-1.24,11.0,366,True
2017,전라북도,익산시,45140,140,20.6,-2.67,24.78,774.4,2.19,1920.9,2706.0,-1.69,12.0,365,True
2018,전라북도,익산시,45140,140,20.6,-4.59,25.55,1637.1,2.0,1931.3,2751.8,-0.72,12.0,365,True
2019,전라북도,익산시,45140,140,20.6,-2.89,24.12,1008.1,1.91,1888.7,2691.9,-1.22,12.0,365,True
2020,전라북도,익산시,45140,140,20.6,-0.55,24.11,1664.8,2.08,1788.4,2582.5,-2.11,12.0,366,True
2021,전라북도,익산시,45140,140,20.6,-2.73,24.75,1151.7,2.04,1960.1,2803.9,-0.84,12.0,365,True
2022,전라북도,익산시,45140,140,20.6,-3.45,24.98,1043.4,2.25,1919.8,2743.8,-1.68,12.0,364,True
2023,전라북도,익산시,45140,140,20.6,-4.28,25.0,2120.8,2.21,2067.2,2906.1,-1.5,12.0,365,True
2016,전라북도,임실군,45750,244,4.68,-5.21,24.36,1326.5,1.33,1867.1,2675.9,-1.3,11.0,366,True
2017,전라북도,임실군,45750,244,4.68,-6.05,23.88,958.3,1.18,1692.2,2450.8,-2.0,12.0,365,True
2018,전라북도,임실군,45750,244,4.68,-8.09,25.05,1468.2,1.17,1774.0,2548.7,-0.95,12.0,365,True
2019,전라북도,임실군,45750,244,4.68,-6.13,23.34,1069.7,1.27,1713.2,2477.4,-1.19,12.0,365,True
2020,전라북도,임실군,45750,244,4.68,-3.15,23.26,1869.8,1.13,1557.9,2287.2,-1.86,12.0,366,True
2021,전라북도,임실군,45750,244,4.68,-5.89,23.43,1259.2,1.1,1700.4,2466.4,-0.73,12.0,365,True
2022,전라북도,임실군,45750,244,4.68,-6.28,23.82,966.7,1.11,1718.0,2505.5,-2.11,12.0,365,True
2023,전라북도,임실군,45750,244,4.68,-6.45,24.28,1984.4,1.1,1868.6,2698.6,-1.35,12.0,365,True
2016,전라북도,장수군,45740,248,2.18,-5.63,23.18,1485.8,1.66,1616.5,2402.4,-0.97,11.0,366,True
2017,전라북도,장수군,45740,248,2.18,-6.75,22.88,1128.1,1.69,1478.3,2216.6,-1.81,12.0,365,True
2018,전라북도,장수군,45740,248,2.18,-8.62,23.89,1665.0,1.67,1556.2,2289.7,-1.18,12.0,365,True
2019,전라북도,장수군,45740,248,2.18,-6.78,22.36,1262.8,1.54,1507.4,2241.4,-0.93,12.0,365,True
2020,전라북도,장수군,45740,248,2.18,-4.03,22.79,2126.0,1.53,1432.2,2117.8,-1.98,12.0,366,True
2021,전라북도,장수군,45740,248,2.18,-6.84,22.71,1345.2,1.4,1535.8,2249.5,-0.94,12.0,365,True
2022,전라북도,장수군,45740,248,2.18,-7.81,23.25,982.6,1.45,1544.2,2276.2,-2.17,12.0,365,True
2023,전라북도,장수군,45740,248,2.18,-8.18,23.51,2168.1,1.36,1649.0,2427.2,-1.7,12.0,365,True
2016,전라북도,전주시 덕진구,45113,146,1.44,-1.44,25.6,1117.7,1.76,2197.0,3068.4,-1.42,11.0,366,True
2017,전라북도,전주시 덕진구,45113,146,1.44,-2.12,25.23,947.8,1.68,2042.2,2844.4,-1.78,12.0,365,True
2018,전라북도,전주시 덕진구,45113,146,1.44,-4.18,26.55,1332.5,1.69,2157.4,3006.4,-1.03,12.0,365,True
2019,전라북도,전주시 덕진구,45113,146,1.44,-2.58,24.79,968.9,1.63,2069.1,2905.0,-1.42,12.0,365,True
2020,전라북도,전주시 덕진구,45113,146,1.44,-0.19,24.88,1780.8,1.64,1947.0,2778.8,-1.6,12.0,366,True
2021,전라북도,전주시 덕진구,45113,146,1.44,-2.44,25.4,1496.6,1.61,2120.4,3007.5,-0.66,12.0,365,True
2022,전라북도,전주시 덕진구,45113,146,1.44,-3.1,25.68,1071.5,1.61,2145.2,3023.9,-2.07,12.0,365,True
2023,전라북도,전주시 덕진구,45113,146,1.44,-3.39,25.78,1986.6,1.57,2271.6,3152.4,-1.82,12.0,365,True
2016,전라북도,전주시 완산구,45111,146,1.44,-1.44,25.6,1117.7,1.76,2197.0,3068.4,-1.42,11.0,366,True
2017,전라북도,전주시 완산구,45111,146,1.44,-2.12,25.23,947.8,1.68,2042.2,2844.4,-1.78,12.0,365,True
2018,전라북도,전주시 완산구,45111,146,1.44,-4.18,26.55,1332.5,1.69,2157.4,3006.4,-1.03,12.0,365,True
2019,전라북도,전주시 완산구,45111,146,1.44,-2.58,24.79,968.9,1.63,2069.1,2905.0,-1.42,12.0,365,True
2020,전라북도,전주시 완산구,45111,146,1.44,-0.19,24.88,1780.8,1.64,1947.0,2778.8,-1.6,12.0,366,True
2021,전라북도,전주시 완산구,45111,146,1.44,-2.44,25.4,1496.6,1.61,2120.4,3007.5,-0.66,12.0,365,True
2022,전라북도,전주시 완산구,45111,146,1.44,-3.1,25.68,1071.5,1.61,2145.2,3023.9,-2.07,12.0,365,True
2023,전라북도,전주시 완산구,45111,146,1.44,-3.39,25.78,1986.6,1.57,2271.6,3152.4,-1.82,12.0,365,True
2016,전라북도,정읍시,45180,245,7.44,-1.86,25.92,1279.5,1.43,2218.4,3076.3,-1.34,11.0,366,True
2017,전라북도,정읍시,45180,245,7.44,-3.15,25.04,938.2,1.53,1927.4,2708.4,-2.06,12.0,365,True
2018,전라북도,정읍시,45180,245,7.44,-5.04,25.77,1305.0,1.57,1977.4,2799.7,-1.07,12.0,365,True
2019,전라북도,정읍시,45180,245,7.44,-3.27,23.89,1246.7,1.49,1848.0,2658.4,-1.25,12.0,365,True
2020,전라북도,정읍시,45180,245,7.44,-0.94,24.25,1718.9,1.54,1783.2,2565.4,-1.61,12.0,366,True
2021,전라북도,정읍시,45180,245,7.44,-3.2,24.63,1354.6,1.61,1942.4,2776.8,-0.57,12.0,365,True
2022,전라북도,정읍시,45180,245,7.44,-3.64,25.14,979.3,1.65,1952.8,2784.4,-1.92,12.0,365,True
2023,전라북도,정읍시,45180,245,7.44,-4.25,25.32,1937.7,1.49,2133.1,2987.8,-1.73,12.0,365,True
2016,전라북도,진안군,45720,248,20.74,-5.63,23.18,1485.8,1.66,1616.5,2402.4,-0.97,11.0,366,True
2017,전라북도,진안군,45720,248,20.74,-6.75,22.88,1128.1,1.69,1478.3,2216.6,-1.81,12.0,365,True
2018,전라북도,진안군,45720,248,20.74,-8.62,23.89,1665.0,1.67,1556.2,2289.7,-1.18,12.0,365,True
2019,전라북도,진안군,45720,248,20.74,-6.78,22.36,1262.8,1.54,1507.4,2241.4,-0.93,12.0,365,True
2020,전라북도,진안군,45720,248,20.74,-4.03,22.79,2126.0,1.53,1432.2,2117.8,-1.98,12.0,366,True
2021,전라북도,진안군,45720,248,20.74,-6.84,22.71,1345.2,1.4,1535.8,2249.5,-0.94,12.0,365,True
2022,전라북도,진안군,45720,248,20.74,-7.81,23.25,982.6,1.45,1544.2,2276.2,-2.17,12.0,365,True
2023,전라북도,진안군,45720,248,20.74,-8.18,23.51,2168.1,1.36,1649.0,2427.2,-1.7,12.0,365,True
2016,제주특별자치도,서귀포시,50130,189,8.85,4.94,25.12,2204.5,1.72,2374.0,3415.6,-0.59,11.0,366,True
2017,제주특별자치도,서귀포시,50130,189,8.85,5.26,26.0,1334.0,1.78,2390.4,3390.8,-1.8,12.0,365,True
2018,제주특별자치도,서귀포시,50130,189,8.85,3.38,25.51,2166.2,1.81,2342.3,3367.2,-1.67,12.0,365,True
2019,제주특별자치도,서귀포시,50130,189,8.85,5.96,24.35,2210.3,1.74,2331.1,3411.4,-1.83,12.0,365,True
2020,제주특별자치도,서귀포시,50130,189,8.85,6.82,24.41,2089.6,1.66,2138.4,3221.2,-0.93,12.0,366,True
2021,제주특별자치도,서귀포시,50130,189,8.85,5.24,25.25,2136.2,1.84,2448.8,3560.0,-1.07,12.0,365,True
2022,제주특별자치도,서귀포시,50130,189,8.85,4.73,25.78,1561.3,1.72,2481.0,3492.8,-1.88,12.0,365,True
