연도,시도,시군구,sigungu_cd,stnId,거리_km,겨울철_평균최저기온,여름철_평균기온,연강수량_mm,평균풍속_ms,GDD_솔수염하늘소_base11.9,GDD_북방수염하늘소_base8.3,SPI3_최저월(최심가뭄),SPI3_유효월수,연간관측일수,겨울철_자료완전성
2022,경기도,구리시,41310,108,14.93,-5.02,25.48,1775.3,2.37,2058.6,2907.0,-1.54,12.0,365,True
2023,경기도,구리시,41310,108,14.93,-4.8,25.78,1598.8,2.27,2196.9,3040.7,-0.76,12.0,365,True
2016,경기도,군포시,41410,119,10.99,-4.13,25.68,1023.4,1.78,2153.4,2980.2,-1.52,11.0,366,True
2017,경기도,군포시,41410,119,10.99,-4.78,24.81,1328.6,1.82,1957.6,2741.6,-2.17,12.0,365,True
2018,경기도,군포시,41410,119,10.99,-6.8,26.21,1293.1,1.83,2001.4,2812.2,-1.12,12.0,365,True
2019,경기도,군포시,41410,119,10.99,-5.28,24.95,915.8,1.78,1967.1,2746.2,-1.79,12.0,365,True
2020,경기도,군포시,41410,119,10.99,-2.55,24.55,1635.5,1.94,1790.7,2564.8,-2.09,12.0,366,True
2021,경기도,군포시,41410,119,10.99,-5.34,25.35,1084.4,1.91,1984.2,2802.3,-1.26,12.0,365,True
2022,경기도,군포시,41410,119,10.99,-5.77,25.25,1864.0,1.92,1971.2,2798.8,-1.62,12.0,365,True
2023,경기도,군포시,41410,119,10.99,-6.32,25.04,1409.4,1.87,2016.7,2842.5,-1.61,12.0,365,True
2016,경기도,김포시,41570,201,16.12,-6.16,23.99,1100.9,2.03,1763.4,2547.0,-1.52,11.0,366,True
2017,경기도,김포시,41570,201,16.12,-5.78,23.55,809.3,2.06,1643.4,2399.8,-2.27,12.0,365,True
2018,경기도,김포시,41570,201,16.12,-8.67,24.28,1072.3,2.01,1625.6,2383.1,-1.32,12.0,365,True
2019,경기도,김포시,41570,201,16.12,-6.58,23.6,1079.3,1.98,1670.5,2410.1,-1.86,12.0,365,True
2020,경기도,김포시,41570,201,16.12,-3.76,23.04,1436.9,2.0,1518.4,2257.0,-1.6,12.0,366,True
2021,경기도,김포시,41570,201,16.12,-6.34,23.82,1013.6,1.82,1711.2,2474.9,-1.79,12.0,365,True
2022,경기도,김포시,41570,201,16.12,-7.16,23.67,1561.8,1.87,1623.9,2389.8,-1.46,12.0,365,True
2023,경기도,김포시,41570,201,16.12,-7.2,23.62,1377.3,1.84,1725.4,2497.2,-0.83,12.0,365,True
2016,경기도,남양주시,41360,108,26.47,-4.34,25.97,991.7,2.28,2199.9,3030.6,-1.7,11.0,366,True
2017,경기도,남양주시,41360,108,26.47,-4.39,25.39,1233.2,2.21,2100.6,2899.3,-1.85,12.0,365,True
2018,경기도,남양주시,41360,108,26.47,-6.33,26.6,1284.1,1.73,2069.6,2878.0,-1.33,12.0,365,True
2019,경기도,남양주시,41360,108,26.47,-4.36,25.22,891.3,1.95,2062.6,2861.8,-2.16,12.0,365,True
2020,경기도,남양주시,41360,108,26.47,-1.88,24.86,1651.1,2.36,1872.2,2684.3,-1.16,12.0,366,True
2021,경기도,남양주시,41360,108,26.47,-4.48,25.63,1186.5,2.31,2045.2,2899.6,-1.12,12.0,365,True
2022,경기도,남양주시,41360,108,26.47,-5.02,25.48,1775.3,2.37,2058.6,2907.0,-1.54,12.0,365,True
2023,경기도,남양주시,41360,108,26.47,-4.8,25.78,1598.8,2.27,2196.9,3040.7,-0.76,12.0,365,True
2016,경기도,동두천시,41250,98,2.21,-6.59,24.77,1087.2,1.63,2028.0,2851.0,-1.3,11.0,366,True
2017,경기도,동두천시,41250,98,2.21,-6.27,24.29,989.7,1.66,1879.6,2663.6,-2.22,12.0,365,True
2018,경기도,동두천시,41250,98,2.21,-9.08,25.24,1500.0,1.59,1861.4,2647.6,-1.22,12.0,365,True
2019,경기도,동두천시,41250,98,2.21,-7.23,23.72,1028.1,1.37,1768.4,2519.0,-1.66,12.0,365,True
2020,경기도,동두천시,41250,98,2.21,-4.34,23.68,1641.9,1.44,1638.6,2398.8,-1.33,12.0,366,True
2021,경기도,동두천시,41250,98,2.21,-7.44,24.02,1035.6,1.29,1763.4,2560.4,-2.04,12.0,365,True
2022,경기도,동두천시,41250,98,2.21,-8.09,23.84,1922.6,1.22,1746.5,2540.8,-1.34,12.0,365,True
2023,경기도,동두천시,41250,98,2.21,-7.97,24.4,1412.7,1.12,1891.0,2702.4,-0.75,12.0,365,True
2016,경기도,부천시,41190,112,14.77,-2.78,24.9,864.3,3.09,2009.0,2822.9,-1.92,11.0,366,True
2017,경기도,부천시,41190,112,14.77,-2.8,24.34,1028.9,3.14,1863.5,2647.8,-1.99,12.0,365,True
2018,경기도,부천시,41190,112,14.77,-5.49,25.36,1134.4,3.05,1875.6,2678.8,-1.29,12.0,365,True
2019,경기도,부천시,41190,112,14.77,-3.3,24.4,919.5,2.93,1906.4,2692.3,-1.87,12.0,365,True
2020,경기도,부천시,41190,112,14.77,-1.03,23.63,1311.9,3.09,1691.7,2483.2,-1.77,12.0,366,True
2021,경기도,부천시,41190,112,14.77,-3.69,24.82,1071.8,2.88,1907.4,2726.2,-1.64,12.0,365,True
2022,경기도,부천시,41190,112,14.77,-4.14,24.37,1620.5,2.86,1838.6,2670.8,-1.76,12.0,365,True
2023,경기도,부천시,41190,112,14.77,-4.32,24.71,1331.4,2.6,2012.2,2827.2,-1.03,12.0,365,True
2016,경기도,성남시 분당구,41135,119,17.37,-4.13,25.68,1023.4,1.78,2153.4,2980.2,-1.52,11.0,366,True
2017,경기도,성남시 분당구,41135,119,17.37,-4.78,24.81,1328.6,1.82,1957.6,2741.6,-2.17,12.0,365,True
2018,경기도,성남시 분당구,41135,119,17.37,-6.8,26.21,1293.1,1.83,2001.4,2812.2,-1.12,12.0,365,True
2019,경기도,성남시 분당구,41135,119,17.37,-5.28,24.95,915.8,1.78,1967.1,2746.2,-1.79,12.0,365,True
2020,경기도,성남시 분당구,41135,119,17.37,-2.55,24.55,1635.5,1.94,1790.7,2564.8,-2.09,12.0,366,True
2021,경기도,성남시 분당구,41135,119,17.37,-5.34,25.35,1084.4,1.91,1984.2,2802.3,-1.26,12.0,365,True
2022,경기도,성남시 분당구,41135,119,17.37,-5.77,25.25,1864.0,1.92,1971.2,2798.8,-1.62,12.0,365,True
2023,경기도,성남시 분당구,41135,119,17.37,-6.32,25.04,1409.4,1.87,2016.7,2842.5,-1.61,12.0,365,True
2016,경기도,성남시 수정구,41131,108,19.47,-4.34,25.97,991.7,2.28,2199.9,3030.6,-1.7,11.0,366,True
2017,경기도,성남시 수정구,41131,108,19.47,-4.39,25.39,1233.2,2.21,2100.6,2899.3,-1.85,12.0,365,True
2018,경기도,성남시 수정구,41131,108,19.47,-6.33,26.6,1284.1,1.73,2069.6,2878.0,-1.33,12.0,365,True
2019,경기도,성남시 수정구,41131,108,19.47,-4.36,25.22,891.3,1.95,2062.6,2861.8,-2.16,12.0,365,True
2020,경기도,성남시 수정구,41131,108,19.47,-1.88,24.86,1651.1,2.36,1872.2,2684.3,-1.16,12.0,366,True
2021,경기도,성남시 수정구,41131,108,19.47,-4.48,25.63,1186.5,2.31,2045.2,2899.6,-1.12,12.0,365,True
2022,경기도,성남시 수정구,41131,108,19.47,-5.02,25.48,1775.3,2.37,2058.6,2907.0,-1.54,12.0,365,True
2023,경기도,성남시 수정구,41131,108,19.47,-4.8,25.78,1598.8,2.27,2196.9,3040.7,-0.76,12.0,365,True
2016,경기도,성남시 중원구,41133,108,23.25,-4.34,25.97,991.7,2.28,2199.9,3030.6,-1.7,11.0,366,True
2017,경기도,성남시 중원구,41133,108,23.25,-4.39,25.39,1233.2,2.21,2100.6,2899.3,-1.85,12.0,365,True
2018,경기도,성남시 중원구,41133,108,23.25,-6.33,26.6,1284.1,1.73,2069.6,2878.0,-1.33,12.0,365,True
2019,경기도,성남시 중원구,41133,108,23.25,-4.36,25.22,891.3,1.95,2062.6,2861.8,-2.16,12.0,365,True
2020,경기도,성남시 중원구,41133,108,23.25,-1.88,24.86,1651.1,2.36,1872.2,2684.3,-1.16,12.0,366,True
2021,경기도,성남시 중원구,41133,108,23.25,-4.48,25.63,1186.5,2.31,2045.2,2899.6,-1.12,12.0,365,True
2022,경기도,성남시 중원구,41133,108,23.25,-5.02,25.48,1775.3,2.37,2058.6,2907.0,-1.54,12.0,365,True
2023,경기도,성남시 중원구,41133,108,23.25,-4.8,25.78,1598.8,2.27,2196.9,3040.7,-0.76,12.0,365,True
2016,경기도,수원시 권선구,41113,119,0.49,-4.13,25.68,1023.4,1.78,2153.4,2980.2,-1.52,11.0,366,True
2017,경기도,수원시 권선구,41113,119,0.49,-4.78,24.81,1328.6,1.82,1957.6,2741.6,-2.17,12.0,365,True
2018,경기도,수원시 권선구,41113,119,0.49,-6.8,26.21,1293.1,1.83,2001.4,2812.2,-1.12,12.0,365,True
2019,경기도,수원시 권선구,41113,119,0.49,-5.28,24.95,915.8,1.78,1967.1,2746.2,-1.79,12.0,365,True
2020,경기도,수원시 권선구,41113,119,0.49,-2.55,24.55,1635.5,1.94,1790.7,2564.8,-2.09,12.0,366,True
2021,경기도,수원시 권선구,41113,119,0.49,-5.34,25.35,1084.4,1.91,1984.2,2802.3,-1.26,12.0,365,True
2022,경기도,수원시 권선구,41113,119,0.49,-5.77,25.25,1864.0,1.92,1971.2,2798.8,-1.62,12.0,365,True
2023,경기도,수원시 권선구,41113,119,0.49,-6.32,25.04,1409.4,1.87,2016.7,2842.5,-1.61,12.0,365,True
2016,경기도,수원시 영통구,41117,119,6.77,-4.13,25.68,1023.4,1.78,2153.4,2980.2,-1.52,11.0,366,True
2017,경기도,수원시 영통구,41117,119,6.77,-4.78,24.81,1328.6,1.82,1957.6,2741.6,-2.17,12.0,365,True
2018,경기도,수원시 영통구,41117,119,6.77,-6.8,26.21,1293.1,1.83,2001.4,2812.2,-1.12,12.0,365,True
2019,경기도,수원시 영통구,41117,119,6.77,-5.28,24.95,915.8,1.78,1967.1,2746.2,-1.79,12.0,365,True
2020,경기도,수원시 영통구,41117,119,6.77,-2.55,24.55,1635.5,1.94,1790.7,2564.8,-2.09,12.0,366,True
2021,경기도,수원시 영통구,41117,119,6.77,-5.34,25.35,1084.4,1.91,1984.2,2802.3,-1.26,12.0,365,True
2022,경기도,수원시 영통구,41117,119,6.77,-5.77,25.25,1864.0,1.92,1971.2,2798.8,-1.62,12.0,365,True
2023,경기도,수원시 영통구,41117,119,6.77,-6.32,25.04,1409.4,1.87,2016.7,2842.5,-1.61,12.0,365,True
2016,경기도,수원시 장안구,41111,119,6.51,-4.13,25.68,1023.4,1.78,2153.4,2980.2,-1.52,11.0,366,True
2017,경기도,수원시 장안구,41111,119,6.51,-4.78,24.81,1328.6,1.82,1957.6,2741.6,-2.17,12.0,365,True
2018,경기도,수원시 장안구,41111,119,6.51,-6.8,26.21,1293.1,1.83,2001.4,2812.2,-1.12,12.0,365,True
2019,경기도,수원시 장안구,41111,119,6.51,-5.28,24.95,915.8,1.78,1967.1,2746.2,-1.79,12.0,365,True
2020,경기도,수원시 장안구,41111,119,6.51,-2.55,24.55,1635.5,1.94,1790.7,2564.8,-2.09,12.0,366,True
2021,경기도,수원시 장안구,41111,119,6.51,-5.34,25.35,1084.4,1.91,1984.2,2802.3,-1.26,12.0,365,True
2022,경기도,수원시 장안구,41111,119,6.51,-5.77,25.25,1864.0,1.92,1971.2,2798.8,-1.62,12.0,365,True
2023,경기도,수원시 장안구,41111,119,6.51,-6.32,25.04,1409.4,1.87,2016.7,2842.5,-1.61,12.0,365,True
2016,경기도,수원시 팔달구,41115,119,3.71,-4.13,25.68,1023.4,1.78,2153.4,2980.2,-1.52,11.0,366,True
2017,경기도,수원시 팔달구,41115,119,3.71,-4.78,24.81,1328.6,1.82,1957.6,2741.6,-2.17,12.0,365,True
2018,경기도,수원시 팔달구,41115,119,3.71,-6.8,26.21,1293.1,1.83,2001.4,2812.2,-1.12,12.0,365,True
2019,경기도,수원시 팔달구,41115,119,3.71,-5.28,24.95,915.8,1.78,1967.1,2746.2,-1.79,12.0,365,True
2020,경기도,수원시 팔달구,41115,119,3.71,-2.55,24.55,1635.5,1.94,1790.7,2564.8,-2.09,12.0,366,True
2021,경기도,수원시 팔달구,41115,119,3.71,-5.34,25.35,1084.4,1.91,1984.2,2802.3,-1.26,12.0,365,True
2022,경기도,수원시 팔달구,41115,119,3.71,-5.77,25.25,1864.0,1.92,1971.2,2798.8,-1.62,12.0,365,True
2023,경기도,수원시 팔달구,41115,119,3.71,-6.32,25.04,1409.4,1.87,2016.7,2842.5,-1.61,12.0,365,True
2016,경기도,시흥시,41390,112,17.32,-2.78,24.9,864.3,3.09,2009.0,2822.9,-1.92,11.0,366,True
2017,경기도,시흥시,41390,112,17.32,-2.8,24.34,1028.9,3.14,1863.5,2647.8,-1.99,12.0,365,True
2018,경기도,시흥시,41390,112,17.32,-5.49,25.36,1134.4,3.05,1875.6,2678.8,-1.29,12.0,365,True
2019,경기도,시흥시,41390,112,17.32,-3.3,24.4,919.5,2.93,1906.4,2692.3,-1.87,12.0,365,True
2020,경기도,시흥시,41390,112,17.32,-1.03,23.63,1311.9,3.09,1691.7,2483.2,-1.77,12.0,366,True
2021,경기도,시흥시,41390,112,17.32,-3.69,24.82,1071.8,2.88,1907.4,2726.2,-1.64,12.0,365,True
2022,경기도,시흥시,41390,112,17.32,-4.14,24.37,1620.5,2.86,1838.6,2670.8,-1.76,12.0,365,True
2023,경기도,시흥시,41390,112,17.32,-4.32,24.71,1331.4,2.6,2012.2,2827.2,-1.03,12.0,365,True
2016,경기도,안산시 단원구,41273,112,22.67,-2.78,24.9,864.3,3.09,2009.0,2822.9,-1.92,11.0,366,True
2017,경기도,안산시 단원구,41273,112,22.67,-2.8,24.34,1028.9,3.14,1863.5,2647.8,-1.99,12.0,365,True
2018,경기도,안산시 단원구,41273,112,22.67,-5.49,25.36,1134.4,3.05,1875.6,2678.8,-1.29,12.0,365,True
2019,경기도,안산시 단원구,41273,112,22.67,-3.3,24.4,919.5,2.93,1906.4,2692.3,-1.87,12.0,365,True
2020,경기도,안산시 단원구,41273,112,22.67,-1.03,23.63,1311.9,3.09,1691.7,2483.2,-1.77,12.0,366,True
2021,경기도,안산시 단원구,41273,112,22.67,-3.69,24.82,1071.8,2.88,1907.4,2726.2,-1.64,12.0,365,True
2022,경기도,안산시 단원구,41273,112,22.67,-4.14,24.37,1620.5,2.86,1838.6,2670.8,-1.76,12.0,365,True
2023,경기도,안산시 단원구,41273,112,22.67,-4.32,24.71,1331.4,2.6,2012.2,2827.2,-1.03,12.0,365,True
2016,경기도,안산시 상록구,41271,119,11.87,-4.13,25.68,1023.4,1.78,2153.4,2980.2,-1.52,11.0,366,True
2017,경기도,안산시 상록구,41271,119,11.87,-4.78,24.81,1328.6,1.82,1957.6,2741.6,-2.17,12.0,365,True
2018,경기도,안산시 상록구,41271,119,11.87,-6.8,26.21,1293.1,1.83,2001.4,2812.2,-1.12,12.0,365,True
2019,경기도,안산시 상록구,41271,119,11.87,-5.28,24.95,915.8,1.78,1967.1,2746.2,-1.79,12.0,365,True
2020,경기도,안산시 상록구,41271,119,11.87,-2.55,24.55,1635.5,1.94,1790.7,2564.8,-2.09,12.0,366,True
2021,경기도,안산시 상록구,41271,119,11.87,-5.34,25.35,1084.4,1.91,1984.2,2802.3,-1.26,12.0,365,True
2022,경기도,안산시 상록구,41271,119,11.87,-5.77,25.25,1864.0,1.92,1971.2,2798.8,-1.62,12.0,365,True
2023,경기도,안산시 상록구,41271,119,11.87,-6.32,25.04,1409.4,1.87,2016.7,2842.5,-1.61,12.0,365,True
2016,경기도,안성시,41550,203,30.13,-6.26,25.18,870.2,1.34,1989.6,2795.8,-2.12,11.0,366,True
2017,경기도,안성시,41550,203,30.13,-6.57,24.0,1020.0,1.38,1778.4,2547.6,-2.14,12.0,365,True
2018,경기도,안성시,41550,203,30.13,-8.82,25.46,1425.5,1.42,1818.5,2579.6,-1.02,12.0,365,True
2019,경기도,안성시,41550,203,30.13,-7.5,24.35,997.5,1.3,1858.8,2605.5,-1.37,12.0,365,True
2020,경기도,안성시,41550,203,30.13,-3.67,24.29,1668.8,1.2,1717.8,2476.1,-2.02,12.0,366,True
2021,경기도,안성시,41550,203,30.13,-6.8,24.56,1076.6,1.1,1838.6,2629.6,-1.46,12.0,365,True
2022,경기도,안성시,41550,203,30.13,-7.32,24.69,1537.3,1.12,1849.9,2639.0,-1.64,12.0,365,True
2023,경기도,안성시,41550,203,30.13,-7.59,25.14,1633.4,1.02,1963.9,2785.8,-1.77,12.0,365,True
2016,경기도,안양시 동안구,41173,119,16.1,-4.13,25.68,1023.4,1.78,2153.4,2980.2,-1.52,11.0,366,True
2017,경기도,안양시 동안구,41173,119,16.1,-4.78,24.81,1328.6,1.82,1957.6,2741.6,-2.17,12.0,365,True
2018,경기도,안양시 동안구,41173,119,16.1,-6.8,26.21,1293.1,1.83,2001.4,2812.2,-1.12,12.0,365,True
2019,경기도,안양시 동안구,41173,119,16.1,-5.28,24.95,915.8,1.78,1967.1,2746.2,-1.79,12.0,365,True
2020,경기도,안양시 동안구,41173,119,16.1,-2.55,24.55,1635.5,1.94,1790.7,2564.8,-2.09,12.0,366,True
2021,경기도,안양시 동안구,41173,119,16.1,-5.34,25.35,1084.4,1.91,1984.2,2802.3,-1.26,12.0,365,True
2022,경기도,안양시 동안구,41173,119,16.1,-5.77,25.25,1864.0,1.92,1971.2,2798.8,-1.62,12.0,365,True
2023,경기도,안양시 동안구,41173,119,16.1,-6.32,25.04,1409.4,1.87,2016.7,2842.5,-1.61,12.0,365,True
2016,경기도,안양시 만안구,41171,119,17.48,-4.13,25.68,1023.4,1.78,2153.4,2980.2,-1.52,11.0,366,True
2017,경기도,안양시 만안구,41171,119,17.48,-4.78,24.81,1328.6,1.82,1957.6,2741.6,-2.17,12.0,365,True
2018,경기도,안양시 만안구,41171,119,17.48,-6.8,26.21,1293.1,1.83,2001.4,2812.2,-1.12,12.0,365,True
2019,경기도,안양시 만안구,41171,119,17.48,-5.28,24.95,915.8,1.78,1967.1,2746.2,-1.79,12.0,365,True
2020,경기도,안양시 만안구,41171,119,17.48,-2.55,24.55,1635.5,1.94,1790.7,2564.8,-2.09,12.0,366,True
2021,경기도,안양시 만안구,41171,119,17.48,-5.34,25.35,1084.4,1.91,1984.2,2802.3,-1.26,12.0,365,True
2022,경기도,안양시 만안구,41171,119,17.48,-5.77,25.25,1864.0,1.92,1971.2,2798.8,-1.62,12.0,365,True
2023,경기도,안양시 만안구,41171,119,17.48,-6.32,25.04,1409.4,1.87,2016.7,2842.5,-1.61,12.0,365,True
2016,경기도,양주시,41630,98,11.58,-6.59,24.77,1087.2,1.63,2028.0,2851.0,-1.3,11.0,366,True
2017,경기도,양주시,41630,98,11.58,-6.27,24.29,989.7,1.66,1879.6,2663.6,-2.22,12.0,365,True
2018,경기도,양주시,41630,98,11.58,-9.08,25.24,1500.0,1.59,1861.4,2647.6,-1.22,12.0,365,True
2019,경기도,양주시,41630,98,11.58,-7.23,23.72,1028.1,1.37,1768.4,2519.0,-1.66,12.0,365,True
2020,경기도,양주시,41630,98,11.58,-4.34,23.68,1641.9,1.44,1638.6,2398.8,-1.33,12.0,366,True
2021,경기도,양주시,41630,98,11.58,-7.44,24.02,1035.6,1.29,1763.4,2560.4,-2.04,12.0,365,True
2022,경기도,양주시,41630,98,11.58,-8.09,23.84,1922.6,1.22,1746.5,2540.8,-1.34,12.0,365,True
2023,경기도,양주시,41630,98,11.58,-7.97,24.4,1412.7,1.12,1891.0,2702.4,-0.75,12.0,365,True
2016,경기도,양평군,41830,202,8.16,-5.89,25.33,935.9,1.46,2051.0,2863.0,-1.63,11.0,366,True
2017,경기도,양평군,41830,202,8.16,-6.11,24.63,1188.4,1.57,1886.4,2662.2,-1.88,12.0,365,True
2018,경기도,양평군,41830,202,8.16,-8.26,26.06,1355.4,1.52,1917.8,2698.1,-1.02,12.0,365,True
2019,경기도,양평군,41830,202,8.16,-6.74,24.82,1038.6,1.43,1913.2,2679.4,-1.65,12.0,365,True
2020,경기도,양평군,41830,202,8.16,-3.1,24.17,1366.4,1.33,1703.1,2464.6,-1.93,12.0,366,True
2021,경기도,양평군,41830,202,8.16,-6.15,24.33,1018.9,1.28,1820.8,2633.1,-1.49,12.0,365,True
2022,경기도,양평군,41830,202,8.16,-6.47,24.4,2143.4,1.25,1825.0,2628.5,-1.61,12.0,365,True
2023,경기도,양평군,41830,202,8.16,-6.7,24.94,1538.4,1.18,1959.0,2785.8,-1.1,12.0,365,True
2016,경기도,여주시,41670,203,12.39,-6.26,25.18,870.2,1.34,1989.6,2795.8,-2.12,11.0,366,True
2017,경기도,여주시,41670,203,12.39,-6.57,24.0,1020.0,1.38,1778.4,2547.6,-2.14,12.0,365,True
2018,경기도,여주시,41670,203,12.39,-8.82,25.46,1425.5,1.42,1818.5,2579.6,-1.02,12.0,365,True
2019,경기도,여주시,41670,203,12.39,-7.5,24.35,997.5,1.3,1858.8,2605.5,-1.37,12.0,365,True
2020,경기도,여주시,41670,203,12.39,-3.67,24.29,1668.8,1.2,1717.8,2476.1,-2.02,12.0,366,True
2021,경기도,여주시,41670,203,12.39,-6.8,24.56,1076.6,1.1,1838.6,2629.6,-1.46,12.0,365,True
2022,경기도,여주시,41670,203,12.39,-7.32,24.69,1537.3,1.12,1849.9,2639.0,-1.64,12.0,365,True
2023,경기도,여주시,41670,203,12.39,-7.59,25.14,1633.4,1.02,1963.9,2785.8,-1.77,12.0,365,True
2016,경기도,연천군,41800,98,21.94,-6.59,24.77,1087.2,1.63,2028.0,2851.0,-1.3,11.0,366,True
2017,경기도,연천군,41800,98,21.94,-6.27,24.29,989.7,1.66,1879.6,2663.6,-2.22,12.0,365,True
2018,경기도,연천군,41800,98,21.94,-9.08,25.24,1500.0,1.59,1861.4,2647.6,-1.22,12.0,365,True
2019,경기도,연천군,41800,98,21.94,-7.23,23.72,1028.1,1.37,1768.4,2519.0,-1.66,12.0,365,True
2020,경기도,연천군,41800,98,21.94,-4.34,23.68,1641.9,1.44,1638.6,2398.8,-1.33,12.0,366,True
2021,경기도,연천군,41800,98,21.94,-7.44,24.02,1035.6,1.29,1763.4,2560.4,-2.04,12.0,365,True
2022,경기도,연천군,41800,98,21.94,-8.09,23.84,1922.6,1.22,1746.5,2540.8,-1.34,12.0,365,True
2023,경기도,연천군,41800,98,21.94,-7.97,24.4,1412.7,1.12,1891.0,2702.4,-0.75,12.0,365,True
2016,경기도,오산시,41370,119,12.13,-4.13,25.68,1023.4,1.78,2153.4,2980.2,-1.52,11.0,366,True
2017,경기도,오산시,41370,119,12.13,-4.78,24.81,1328.6,1.82,1957.6,2741.6,-2.17,12.0,365,True
2018,경기도,오산시,41370,119,12.13,-6.8,26.21,1293.1,1.83,2001.4,2812.2,-1.12,12.0,365,True
2019,경기도,오산시,41370,119,12.13,-5.28,24.95,915.8,1.78,1967.1,2746.2,-1.79,12.0,365,True
2020,경기도,오산시,41370,119,12.13,-2.55,24.55,1635.5,1.94,1790.7,2564.8,-2.09,12.0,366,True
2021,경기도,오산시,41370,119,12.13,-5.34,25.35,1084.4,1.91,1984.2,2802.3,-1.26,12.0,365,True
2022,경기도,오산시,41370,119,12.13,-5.77,25.25,1864.0,1.92,1971.2,2798.8,-1.62,12.0,365,True
2023,경기도,오산시,41370,119,12.13,-6.32,25.04,1409.4,1.87,2016.7,2842.5,-1.61,12.0,365,True
2016,경기도,용인시 기흥구,41463,119,12.31,-4.13,25.68,1023.4,1.78,2153.4,2980.2,-1.52,11.0,366,True
2017,경기도,용인시 기흥구,41463,119,12.31,-4.78,24.81,1328.6,1.82,1957.6,2741.6,-2.17,12.0,365,True
2018,경기도,용인시 기흥구,41463,119,12.31,-6.8,26.21,1293.1,1.83,2001.4,2812.2,-1.12,12.0,365,True
2019,경기도,용인시 기흥구,41463,119,12.31,-5.28,24.95,915.8,1.78,1967.1,2746.2,-1.79,12.0,365,True
2020,경기도,용인시 기흥구,41463,119,12.31,-2.55,24.55,1635.5,1.94,1790.7,2564.8,-2.09,12.0,366,True
2021,경기도,용인시 기흥구,41463,119,12.31,-5.34,25.35,1084.4,1.91,1984.2,2802.3,-1.26,12.0,365,True
2022,경기도,용인시 기흥구,41463,119,12.31,-5.77,25.25,1864.0,1.92,1971.2,2798.8,-1.62,12.0,365,True
2023,경기도,용인시 기흥구,41463,119,12.31,-6.32,25.04,1409.4,1.87,2016.7,2842.5,-1.61,12.0,365,True
2016,경기도,용인시 수지구,41465,119,11.52,-4.13,25.68,1023.4,1.78,2153.4,2980.2,-1.52,11.0,366,True
2017,경기도,용인시 수지구,41465,119,11.52,-4.78,24.81,1328.6,1.82,1957.6,2741.6,-2.17,12.0,365,True
2018,경기도,용인시 수지구,41465,119,11.52,-6.8,26.21,1293.1,1.83,2001.4,2812.2,-1.12,12.0,365,True
2019,경기도,용인시 수지구,41465,119,11.52,-5.28,24.95,915.8,1.78,1967.1,2746.2,-1.79,12.0,365,True
2020,경기도,용인시 수지구,41465,119,11.52,-2.55,24.55,1635.5,1.94,1790.7,2564.8,-2.09,12.0,366,True
2021,경기도,용인시 수지구,41465,119,11.52,-5.34,25.35,1084.4,1.91,1984.2,2802.3,-1.26,12.0,365,True
2022,경기도,용인시 수지구,41465,119,11.52,-5.77,25.25,1864.0,1.92,1971.2,2798.8,-1.62,12.0,365,True
2023,경기도,용인시 수지구,41465,119,11.52,-6.32,25.04,1409.4,1.87,2016.7,2842.5,-1.61,12.0,365,True
2016,경기도,용인시 처인구,41461,203,21.55,-6.26,25.18,870.2,1.34,1989.6,2795.8,-2.12,11.0,366,True
2017,경기도,용인시 처인구,41461,203,21.55,-6.57,24.0,1020.0,1.38,1778.4,2547.6,-2.14,12.0,365,True
2018,경기도,용인시 처인구,41461,203,21.55,-8.82,25.46,1425.5,1.42,1818.5,2579.6,-1.02,12.0,365,True
2019,경기도,용인시 처인구,41461,203,21.55,-7.5,24.35,997.5,1.3,1858.8,2605.5,-1.37,12.0,365,True
2020,경기도,용인시 처인구,41461,203,21.55,-3.67,24.29,1668.8,1.2,1717.8,2476.1,-2.02,12.0,366,True
2021,경기도,용인시 처인구,41461,203,21.55,-6.8,24.56,1076.6,1.1,1838.6,2629.6,-1.46,12.0,365,True
2022,경기도,용인시 처인구,41461,203,21.55,-7.32,24.69,1537.3,1.12,1849.9,2639.0,-1.64,12.0,365,True
2023,경기도,용인시 처인구,41461,203,21.55,-7.59,25.14,1633.4,1.02,1963.9,2785.8,-1.77,12.0,365,True
2016,경기도,의왕시,41430,119,11.71,-4.13,25.68,1023.4,1.78,2153.4,2980.2,-1.52,11.0,366,True
2017,경기도,의왕시,41430,119,11.71,-4.78,24.81,1328.6,1.82,1957.6,2741.6,-2.17,12.0,365,True
2018,경기도,의왕시,41430,119,11.71,-6.8,26.21,1293.1,1.83,2001.4,2812.2,-1.12,12.0,365,True
2019,경기도,의왕시,41430,119,11.71,-5.28,24.95,915.8,1.78,1967.1,2746.2,-1.79,12.0,365,True
2020,경기도,의왕시,41430,119,11.71,-2.55,24.55,1635.5,1.94,1790.7,2564.8,-2.09,12.0,366,True
2021,경기도,의왕시,41430,119,11.71,-5.34,25.35,1084.4,1.91,1984.2,2802.3,-1.26,12.0,365,True
2022,경기도,의왕시,41430,119,11.71,-5.77,25.25,1864.0,1.92,1971.2,2798.8,-1.62,12.0,365,True
2023,경기도,의왕시,41430,119,11.71,-6.32,25.04,1409.4,1.87,2016.7,2842.5,-1.61,12.0,365,True
