연도,시도,시군구,log_피해밀도_본per_ha,log_인접시군_피해밀도_본per_ha,연속발생연수,집단발생여부,소나무류_면적비율(%),최근감염목과의_거리_km,데이터유형,인접시군_산정방식,임상도_기준판
2021,경기도,광주시,0.1650906198655926,0.0286846338599089,6,1,4.2395,160.16,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,광주시,0.1831545430978465,0.0125212805536717,7,1,4.2395,249.85,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,광주시,0.7011649521535286,0.0910282983475638,8,1,4.2395,266.47,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,구리시,0.0,0.0684994164246923,0,0,4.8584,292.8,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,구리시,0.0,0.035463664275569,0,0,4.8584,464.17,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,구리시,0.0,0.0152826235311569,0,0,4.8584,464.17,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,구리시,0.0,0.0183309566847234,0,0,4.8584,292.8,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,구리시,0.0,0.0406619817188896,0,0,4.7492,292.8,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,구리시,0.0,0.0161685811615837,0,0,4.7492,185.07,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,구리시,0.0,0.0,0,0,4.7492,276.27,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,구리시,0.0,0.0522128714469342,0,0,4.7492,292.8,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,군포시,0.0,0.0002999550089979,0,0,1.4714,284.64,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,군포시,0.0,0.0003999200213269,0,0,1.4714,434.05,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,군포시,0.0,0.0,0,0,1.4714,434.05,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,군포시,0.0,0.0002999550089979,0,0,1.4714,284.64,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,군포시,0.0,0.0,0,0,1.5311,284.64,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,군포시,0.0,0.0,0,0,1.5311,185.89,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,군포시,0.0,9.999500033330834e-05,0,0,1.5311,264.46,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,군포시,0.0,0.0001999800026662,0,0,1.5311,284.64,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,김포시,0.0,9.999500033330834e-05,0,0,0.2522,329.49,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,김포시,0.0,0.0,0,0,0.2522,470.11,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,김포시,0.0,0.0,0,0,0.2522,470.11,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,김포시,0.0,0.0,0,0,0.2522,329.49,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,김포시,0.0,0.0,0,0,0.3295,329.49,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,김포시,0.0,0.0,0,0,0.3295,226.98,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,김포시,0.0,0.0,0,0,0.3295,309.93,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,김포시,0.0,9.999500033330834e-05,0,0,0.3295,329.49,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,남양주시,0.3285120669400362,0.2109090136458672,1,1,7.4771,292.16,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,남양주시,0.1369754550270777,0.1119885019480472,2,1,7.4771,472.43,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,남양주시,0.0849843239049972,0.0861776962410523,3,1,7.4771,472.43,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,남양주시,0.095946341047209,0.094673613602681,4,1,7.4771,292.16,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,남양주시,0.2184123769383082,0.0933992642585496,5,1,7.4,292.16,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,남양주시,0.0860859489131288,0.0387398283159305,6,1,7.4,181.78,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,남양주시,0.0983056887841233,0.0,7,0,7.4,277.04,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,남양주시,0.257583624627748,0.1633086176120239,8,1,7.4,292.16,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,동두천시,0.004987541511039,0.0723206615796261,1,0,6.4871,323.48,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,동두천시,0.0081665626663934,0.0260575343192896,2,1,6.4871,498.64,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,동두천시,0.0007996801705643,0.0229349712824958,3,1,6.4871,498.64,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,동두천시,0.0013990209137073,0.0212721352755396,4,1,6.4871,323.48,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,동두천시,0.0009995003330835,0.034208171329737,5,0,6.3286,323.48,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,동두천시,0.0,0.0103462920541443,0,0,6.3286,211.58,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,동두천시,0.0023971245997214,0.0346912397899303,1,0,6.3286,308.73,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,동두천시,0.0037927982386962,0.0550562057480784,2,0,6.3286,323.48,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,부천시,0.0,0.0,0,0,0.6555,305.48,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,부천시,0.0,0.0,0,0,0.6555,451.05,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,부천시,0.0,0.0,0,0,0.6555,451.05,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,부천시,0.0,0.0,0,0,0.6555,305.48,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,부천시,0.0,0.0,0,0,0.6736,305.48,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,부천시,0.0,0.0,0,0,0.6736,204.61,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,부천시,0.0,0.0,0,0,0.6736,285.67,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,부천시,0.0,0.0,0,0,0.6736,305.48,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,성남시,0.1373241908632188,0.1629688282781396,1,1,1.4441,277.62,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,성남시,0.1036390347594859,0.1058004188862116,2,1,1.4441,442.88,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,성남시,0.0919408736983572,0.0797349680188535,3,1,1.4441,442.88,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,성남시,0.062411260121397,0.0851680123698782,4,1,1.4441,277.62,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,성남시,0.0626930693384234,0.0733433942242095,5,1,1.3439,277.62,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,성남시,0.00129915573162,0.0238141780992548,6,1,1.3439,174.18,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,성남시,0.029461710149619,0.0,7,0,1.3439,259.45,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,성남시,0.1054405124579969,0.1254866200414159,8,1,1.3439,277.62,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,수원시,0.0,0.0087615056685727,0,0,3.4831,274.25,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,수원시,0.0,0.0080673710777587,0,0,3.4831,427.8,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,수원시,0.0,0.0058826631581554,0,0,3.4831,427.8,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,수원시,0.0,0.0055843782939006,0,0,3.4831,274.25,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,수원시,0.0,0.0009995003330835,0,0,2.5167,274.25,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,수원시,0.0,0.0013990209137073,0,0,2.5167,175.91,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,수원시,0.0,9.999500033330834e-05,0,0,2.5167,254.17,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,수원시,0.0,0.0065783153601225,0,0,2.5167,274.25,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,시흥시,0.0,0.0,0,0,0.9986,296.75,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,시흥시,0.0,0.0,0,0,0.9986,437.93,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,시흥시,0.0,0.0,0,0,0.9986,437.93,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,시흥시,0.0,0.0,0,0,0.9986,296.75,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,시흥시,0.0,0.0,0,0,1.0506,296.75,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,시흥시,0.0,0.0,0,0,1.0506,198.9,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,시흥시,0.0,0.0,0,0,1.0506,275.97,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,시흥시,0.0,0.0,0,0,1.0506,296.75,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,안산시,0.0,0.0002999550089979,0,0,5.3982,292.15,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,안산시,0.0,0.0001999800026662,0,0,5.3982,427.19,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,안산시,0.0,9.999500033330834e-05,0,0,5.3982,427.19,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,안산시,0.0,0.0001999800026662,0,0,5.3982,292.15,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,안산시,0.0,0.0001999800026662,0,0,4.9304,292.15,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,안산시,0.0,0.0,0,0,4.9304,197.5,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,안산시,0.0,0.0,0,0,4.9304,270.34,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,안산시,0.0,0.0001999800026662,0,0,4.9304,292.15,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,안성시,0.0060814703158679,0.0072734839664983,1,0,4.1802,236.51,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,안성시,0.0028958031120255,0.0057832447557273,2,1,4.1802,404.52,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,안성시,0.0050870390485571,0.0040916179032535,3,1,4.1802,404.52,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,안성시,0.0058826631581554,0.0037927982386962,4,1,4.1802,236.51,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,안성시,0.000899595242836,0.0005998200719676,5,0,4.0509,236.51,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,안성시,0.0,0.0018981972830802,6,0,4.0509,141.11,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,안성시,0.0003999200213269,0.0014988761237358,7,0,4.0509,216.53,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,안성시,0.0045894523338072,0.0054849302305696,8,0,4.0509,236.51,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,안양시,0.0,9.999500033330834e-05,0,0,6.7262,288.8,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,안양시,0.0,0.0001999800026662,0,0,6.7262,440.65,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,안양시,0.0,0.0,0,0,6.7262,440.65,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,안양시,0.0,9.999500033330834e-05,0,0,6.7262,288.8,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,안양시,0.0,0.0,0,0,7.1323,288.8,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,안양시,0.0,0.0,0,0,7.1323,188.39,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,안양시,0.0,9.999500033330834e-05,0,0,7.1323,269.16,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,안양시,0.0,9.999500033330834e-05,0,0,7.1323,288.8,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,양주시,0.00329456694943,0.0280041964095973,1,0,7.3946,318.08,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,양주시,0.0007996801705643,0.0107420965319021,2,0,7.3946,486.08,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,양주시,0.0020977980821461,0.0084640784121294,3,1,7.3946,486.08,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,양주시,0.000899595242836,0.0080673710777587,4,0,7.3946,318.08,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,양주시,9.999500033330834e-05,0.0131136391453831,5,0,7.3575,318.08,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,양주시,0.0003999200213269,0.0038924147153438,6,0,7.3575,208.56,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,양주시,0.0024968801985871,0.0007996801705643,7,0,7.3575,302.02,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,양주시,0.0024968801985871,0.0212721352755396,8,0,7.3575,318.08,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,양평군,0.2391743683867374,0.2253012218680091,1,1,11.6423,261.91,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,양평군,0.0175451792157488,0.126632650933366,2,1,11.6423,461.86,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,양평군,0.0148886124937506,0.0990305234629542,3,1,11.6423,461.86,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,양평군,0.0420052941450301,0.1063400357713265,4,1,11.6423,261.91,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,양평군,0.0648509723196163,0.1165378162479515,5,1,11.3784,261.91,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,양평군,0.0905716981843869,0.03912455468405,6,1,11.3784,149.08,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,양평군,0.1868114620668066,0.0674717151150126,7,1,11.3784,248.87,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,양평군,0.1857323999160363,0.174709323791813,8,1,11.3784,261.91,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,여주시,0.0023971245997214,0.2399613362403691,1,0,3.4305,240.47,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,여주시,9.999500033330834e-05,0.126632650933366,2,0,3.4305,439.25,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,여주시,0.0003999200213269,0.1033685329770331,3,0,3.4305,439.25,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,여주시,0.0001999800026662,0.1140427160406602,4,0,3.4305,240.47,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,여주시,0.00129915573162,0.1060702637270664,5,0,3.3158,240.47,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,여주시,0.00129915573162,0.0455468149559703,6,0,3.3158,131.03,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,여주시,0.000499875041651,0.0682192389771438,7,0,3.3158,226.1,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,여주시,0.0017983819413793,0.1863965759470937,8,0,3.3158,240.47,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,연천군,0.0088606284321965,0.0433468045033658,1,1,0.5431,342.54,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,연천군,0.0146915487429897,0.0143958802837323,2,1,0.5431,518.13,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,연천군,0.0040916179032535,0.0131136391453831,3,1,0.5431,518.13,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,연천군,0.0026963615477426,0.0125212805536717,4,1,0.5431,342.54,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,연천군,0.0034938892542557,0.0201947072855192,5,1,1.0882,342.54,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,연천군,0.0001999800026662,0.0062802379571504,6,0,1.0882,229.17,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,연천군,0.0007996801705643,0.035463664275569,7,0,1.0882,328.49,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,연천군,0.0066776547532405,0.0329511001396859,8,1,1.0882,342.54,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,오산시,0.0,0.0034938892542557,0,0,4.3713,262.55,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,오산시,0.0,0.0010993954433009,0,0,4.3713,415.31,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,오산시,0.0,0.0002999550089979,0,0,4.3713,415.31,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,오산시,0.0,9.999500033330834e-05,0,0,4.3713,262.55,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,오산시,0.0,0.0006997551142733,0,0,3.5802,262.55,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,오산시,0.0,0.0013990209137073,0,0,3.5802,167.1,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,오산시,0.0,0.0026963615477426,0,0,3.5802,241.74,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,오산시,0.0,0.0026963615477426,0,0,3.5802,262.55,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,용인시,0.0327575642381721,0.1729443949813576,1,1,4.2037,256.19,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,용인시,0.0305292050348228,0.1074183967672703,2,1,4.2037,423.74,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,용인시,0.0231304173888543,0.0884686479876081,3,1,4.2037,423.74,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
