연도,시도,시군구,log_피해밀도_본per_ha,Y_bin,노출도_점수,기후위험도_점수,지자체대응역량_점수,인위적확산_점수,구조적취약성지수,위험지수
2020,경상남도,창원시,0.0687795153948257,1,0.8810622588094983,0.4237349526063688,-2.023272639526802,0.47370460128462655,-0.061192706706577144,0.5928339375668311
2021,경상남도,창원시,0.0698991273796671,1,0.8810622588094983,1.3872740017796978,-0.3336345655798523,0.49114060681033345,0.6064605754549193,0.9198256224665098
2022,경상남도,창원시,0.0828694778222946,1,0.8810622588094983,0.20880661713545107,-0.31044242647292375,0.5141014706572843,0.32338198003232743,0.5346567822007445
2023,경상남도,창원시,0.2789187867816239,1,0.8810622588094983,1.0720578258700277,-0.224510892772051,0.4716644581852217,0.5500684125231742,0.8082615142882492
2016,경상남도,통영시,0.2335690167977925,1,2.4039981340808465,1.4481167935209995,0.3837692523680871,0.6957578717047874,1.2329105129186804,1.5159575997688777
2017,경상남도,통영시,0.1083161434834588,1,2.4093816791213927,0.9409146980267848,-0.2771440276315409,0.7271935504095723,0.9500864749815523,1.3591633091859165
2018,경상남도,통영시,0.0966728872602607,1,2.4115521201232912,1.9963359447760363,-0.34005398456471064,0.7454957670725839,1.2033324618518002,1.7177946106573039
2019,경상남도,통영시,0.0789035975954659,1,2.4115521201232912,1.30691097814558,-0.3889287545176975,0.5190663741530006,0.9621501794760435,1.412509824140624
2020,경상남도,통영시,0.0701788346212465,1,2.4041000561359316,1.3305835691635413,-0.3409982075312945,0.5564913819105807,0.9875441999196899,1.430391669070018
2021,경상남도,통영시,0.0906630348972421,1,2.4041000561359316,1.7627980777849204,-0.37848805066508,0.569649742895936,1.089514956537927,1.5788492922722626
2022,경상남도,통영시,0.071948499312584,1,2.4041000561359316,0.15554252446530897,-0.343128523774737,0.5905064389705094,0.7017551239492532,1.0500496731905833
